distance,from,to,n
1,C,C,279
1,C,CG,7
1,C,CGO,5
1,C,G,368
1,C,GO,5
1,C,H,259
1,C,HC,91
1,C,HCG,324
1,C,HCGO,1551
1,C,HCO,4
1,C,HG,20
1,C,HGO,3
1,C,HO,2
1,C,O,710
1,CG,C,11
1,CG,CG,6
1,CG,G,13
1,CG,H,22
1,CG,HCG,11
1,CG,HCGO,84
1,CG,O,35
1,CGO,C,3
1,CGO,G,4
1,CGO,H,4
1,CGO,HCG,3
1,CGO,HCGO,19
1,CGO,O,9
1,CO,C,2
1,CO,G,2
1,CO,H,1
1,CO,HC,1
1,CO,HCG,2
1,CO,HCGO,9
1,CO,HG,1
1,CO,O,4
1,G,C,347
1,G,CG,19
1,G,CGO,4
1,G,CO,2
1,G,G,564
1,G,GO,11
1,G,H,342
1,G,HC,182
1,G,HCG,475
1,G,HCGO,2238
1,G,HCO,12
1,G,HG,12
1,G,HGO,1
1,G,HO,1
1,G,O,992
1,GO,C,4
1,GO,G,5
1,GO,H,2
1,GO,HC,5
1,GO,HCG,4
1,GO,HCGO,23
1,GO,O,10
1,H,C,299
1,H,CG,21
1,H,CGO,1
1,H,CO,3
1,H,G,354
1,H,GO,6
1,H,H,295
1,H,HC,104
1,H,HCG,320
1,H,HCGO,1637
1,H,HCO,4
1,H,HG,6
1,H,HGO,3
1,H,O,722
1,HC,C,96
1,HC,CGO,1
1,HC,G,190
1,HC,GO,3
1,HC,H,95
1,HC,HC,89
1,HC,HCG,123
1,HC,HCGO,702
1,HC,HCO,1
1,HC,HG,2
1,HC,HGO,1
1,HC,O,305
1,HCG,C,319
1,HCG,CG,14
1,HCG,CGO,4
1,HCG,G,434
1,HCG,GO,4
1,HCG,H,367
1,HCG,HC,150
1,HCG,HCG,497
1,HCG,HCGO,2021
1,HCG,HCO,3
1,HCG,HG,9
1,HCG,HGO,5
1,HCG,HO,3
1,HCG,O,920
1,HCGO,C,1598
1,HCGO,CG,83
1,HCGO,CGO,16
1,HCGO,CO,10
1,HCGO,G,2212
1,HCGO,GO,24
1,HCGO,H,1643
1,HCGO,HC,666
1,HCGO,HCG,2079
1,HCGO,HCGO,10304
1,HCGO,HCO,43
1,HCGO,HG,81
1,HCGO,HGO,25
1,HCGO,HO,8
1,HCGO,O,4266
1,HCO,C,3
1,HCO,CG,1
1,HCO,G,12
1,HCO,H,8
1,HCO,HC,5
1,HCO,HCG,8
1,HCO,HCGO,35
1,HCO,O,13
1,HG,C,21
1,HG,G,15
1,HG,H,12
1,HG,HC,1
1,HG,HCG,13
1,HG,HCGO,80
1,HG,HG,7
1,HG,O,27
1,HGO,C,5
1,HGO,G,3
1,HGO,H,4
1,HGO,HC,2
1,HGO,HCG,3
1,HGO,HCGO,18
1,HGO,HGO,1
1,HGO,O,6
1,HO,C,2
1,HO,G,2
1,HO,H,2
1,HO,HC,1
1,HO,HCG,3
1,HO,HCGO,9
1,HO,O,4
1,O,C,659
1,O,CG,37
1,O,CGO,8
1,O,CO,6
1,O,G,921
1,O,GO,10
1,O,H,701
1,O,HC,300
1,O,HCG,890
1,O,HCGO,4402
1,O,HCO,22
1,O,HG,36
1,O,HGO,5
1,O,HO,3
1,O,O,1982
100000,C,C,262
100000,C,CG,12
100000,C,CGO,2
100000,C,CO,2
100000,C,G,372
100000,C,GO,4
100000,C,H,260
100000,C,HC,97
100000,C,HCG,303
100000,C,HCGO,1643
100000,C,HCO,7
100000,C,HG,13
100000,C,HGO,3
100000,C,HO,2
100000,C,O,681
100000,CG,C,13
100000,CG,CGO,1
100000,CG,G,24
100000,CG,H,11
100000,CG,HC,4
100000,CG,HCG,15
100000,CG,HCGO,63
100000,CG,O,33
100000,CGO,C,4
100000,CGO,G,4
100000,CGO,H,7
100000,CGO,HC,1
100000,CGO,HCG,5
100000,CGO,HCGO,20
100000,CGO,HG,1
100000,CGO,O,5
100000,CO,G,2
100000,CO,H,1
100000,CO,HC,1
100000,CO,HCGO,6
100000,CO,O,7
100000,G,C,345
100000,G,CG,13
100000,G,CGO,5
100000,G,CO,1
100000,G,G,508
100000,G,GO,4
100000,G,H,363
100000,G,HC,168
100000,G,HCG,475
100000,G,HCGO,2231
100000,G,HCO,9
100000,G,HG,18
100000,G,HGO,5
100000,G,HO,5
100000,G,O,937
100000,GO,C,6
