distance,from,to,n
1,C,C,320
1,C,CG,24
1,C,CGO,4
1,C,CO,1
1,C,G,389
1,C,GO,4
1,C,H,270
1,C,HC,84
1,C,HCG,318
1,C,HCGO,1614
1,C,HCO,2
1,C,HG,29
1,C,HGO,4
1,C,HO,2
1,C,O,786
1,CG,C,15
1,CG,CG,17
1,CG,CGO,1
1,CG,G,10
1,CG,H,23
1,CG,HCG,17
1,CG,HCGO,96
1,CG,HGO,1
1,CG,HO,1
1,CG,O,41
1,CGO,C,5
1,CGO,G,4
1,CGO,H,3
1,CGO,HCG,3
1,CGO,HCGO,31
1,CGO,HCO,1
1,CGO,O,5
1,CO,C,1
1,CO,G,3
1,CO,HCGO,11
1,CO,HG,2
1,CO,O,5
1,G,C,393
1,G,CG,13
1,G,CGO,3
1,G,CO,1
1,G,G,555
1,G,GO,4
1,G,H,356
1,G,HC,184
1,G,HCG,450
1,G,HCGO,2300
1,G,HCO,12
1,G,HG,24
1,G,HGO,9
1,G,HO,2
1,G,O,999
1,GO,C,4
1,GO,G,9
1,GO,GO,1
1,GO,H,3
1,GO,HC,2
1,GO,HCG,2
1,GO,HCGO,21
1,GO,O,8
1,H,C,298
1,H,CG,29
1,H,CGO,5
1,H,CO,2
1,H,G,377
1,H,GO,6
1,H,H,323
1,H,HC,79
1,H,HCG,321
1,H,HCGO,1701
1,H,HCO,6
1,H,HG,12
1,H,HGO,2
1,H,HO,5
1,H,O,738
1,HC,C,79
1,HC,G,186
1,HC,GO,3
1,HC,H,111
1,HC,HC,72
1,HC,HCG,103
1,HC,HCGO,613
1,HC,HCO,6
1,HC,O,268
1,HCG,C,334
1,HCG,CG,18
1,HCG,CGO,4
1,HCG,CO,3
1,HCG,G,457
1,HCG,GO,5
1,HCG,H,325
1,HCG,HC,119
1,HCG,HCG,518
1,HCG,HCGO,2059
1,HCG,HCO,5
1,HCG,HG,12
1,HCG,HGO,3
1,HCG,HO,4
1,HCG,O,911
1,HCGO,C,1694
1,HCGO,CG,96
1,HCGO,CGO,17
1,HCGO,CO,10
1,HCGO,G,2214
1,HCGO,GO,17
1,HCGO,H,1698
1,HCGO,HC,587
1,HCGO,HCG,1973
1,HCGO,HCGO,10100
1,HCGO,HCO,32
1,HCGO,HG,94
1,HCGO,HGO,25
1,HCGO,HO,12
1,HCGO,O,4230
1,HCO,C,10
1,HCO,G,9
1,HCO,H,8
1,HCO,HCG,5
1,HCO,HCGO,33
1,HCO,HCO,1
1,HCO,O,19
1,HG,C,29
1,HG,G,25
1,HG,H,18
1,HG,HCG,10
1,HG,HCGO,99
1,HG,HG,8
1,HG,O,24
1,HGO,C,5
1,HGO,G,2
1,HGO,H,3
1,HGO,HCG,2
1,HGO,HCGO,14
1,HGO,O,8
1,HO,C,2
1,HO,G,1
1,HO,H,5
1,HO,HC,2
1,HO,HCG,3
1,HO,HCGO,13
1,HO,O,6
1,O,C,741
1,O,CG,42
1,O,CGO,7
1,O,CO,5
1,O,G,1002
1,O,GO,8
1,O,H,738
1,O,HC,250
1,O,HCG,951
1,O,HCGO,4290
1,O,HCO,14
1,O,HG,41
1,O,HGO,14
1,O,HO,4
1,O,O,1969
100000,C,C,285
100000,C,CG,21
100000,C,CGO,5
100000,C,CO,3
100000,C,G,379
100000,C,GO,8
100000,C,H,308
100000,C,HC,96
100000,C,HCG,324
100000,C,HCGO,1632
100000,C,HCO,7
100000,C,HG,15
100000,C,HGO,4
100000,C,O,730
100000,CG,C,11
100000,CG,G,19
100000,CG,GO,2
100000,CG,H,10
100000,CG,HC,7
100000,CG,HCG,25
100000,CG,HCGO,88
100000,CG,HG,2
100000,CG,O,33
100000,CGO,C,2
100000,CGO,G,4
100000,CGO,H,5
100000,CGO,HCG,3
100000,CGO,HCGO,19
100000,CGO,HCO,1
100000,CGO,O,14
100000,CO,C,2
100000,CO,G,3
100000,CO,H,1
100000,CO,HC,1
100000,CO,HCG,2
100000,CO,HCGO,12
100000,CO,O,4
100000,G,C,386
100000,G,CG,25
100000,G,CGO,5
100000,G,CO,3
100000,G,G,531
100000,G,GO,5
100000,G,H,378
100000,G,HC,123
100000,G,HCG,449
100000,G,HCGO,2181
100000,G,HCO,7
100000,G,HG,17
100000,G,HGO,6
100000,G,HO,2
100000,G,O,986
100000,GO,C,2
100000,GO,CG,1
100000,GO,G,8
100000,GO,H,4
100000,GO,HCG,7
100000,GO,HCGO,20
100000,GO,O,13
100000,H,C,275
100000,H,CG,18
100000,H,CGO,5
100000,H,G,338
100000,H,GO,9
100000,H,H,264
100000,H,HC,118
100000,H,HCG,341
100000,H,HCGO,1650
100000,H,HCO,3
100000,H,HG,9
100000,H,HGO,4
100000,H,HO,1
100000,H,O,757
100000,HC,C,101
100000,HC,CG,6
100000,HC,CGO,1
100000,HC,G,138
100000,HC,GO,2
100000,HC,H,91
100000,HC,HC,32
100000,HC,HCG,113
100000,HC,HCGO,604
100000,HC,HCO,1
100000,HC,HG,4
100000,HC,HGO,2
100000,HC,HO,1
100000,HC,O,255
100000,HCG,C,355
100000,HCG,CG,20
100000,HCG,CGO,2
100000,HCG,G,452
100000,HCG,GO,2
100000,HCG,H,359
100000,HCG,HC,123
100000,HCG,HCG,377
100000,HCG,HCGO,2065
100000,HCG,HCO,5
100000,HCG,HG,18
100000,HCG,HGO,5
100000,HCG,HO,3
