distance,from,to,n
1,C,C,329
1,C,CG,18
1,C,CGO,6
1,C,CO,2
1,C,G,411
1,C,GO,2
1,C,H,338
1,C,HC,86
1,C,HCG,367
1,C,HCGO,1776
1,C,HCO,6
1,C,HG,37
1,C,HGO,4
1,C,HO,2
1,C,O,788
1,CG,C,13
1,CG,CG,9
1,CG,CGO,1
1,CG,G,12
1,CG,H,18
1,CG,HC,1
1,CG,HCG,16
1,CG,HCGO,119
1,CG,HGO,1
1,CG,O,50
1,CGO,C,1
1,CGO,G,6
1,CGO,H,2
1,CGO,HC,1
1,CGO,HCG,4
1,CGO,HCGO,24
1,CGO,O,8
1,CO,C,5
1,CO,G,4
1,CO,HC,1
1,CO,HCGO,10
1,CO,O,4
1,G,C,405
1,G,CG,19
1,G,CGO,5
1,G,CO,2
1,G,G,567
1,G,GO,8
1,G,H,398
1,G,HC,168
1,G,HCG,444
1,G,HCGO,2257
1,G,HCO,10
1,G,HG,20
1,G,HGO,4
1,G,HO,4
1,G,O,969
1,GO,C,3
1,GO,G,4
1,GO,GO,1
1,GO,H,4
1,GO,HC,4
1,GO,HCG,3
1,GO,HCGO,21
1,GO,O,8
1,H,C,355
1,H,CG,29
1,H,CGO,6
1,H,G,363
1,H,GO,5
1,H,H,329
1,H,HC,71
1,H,HCG,330
1,H,HCGO,1807
1,H,HCO,4
1,H,HG,23
1,H,HGO,6
1,H,HO,9
1,H,O,777
1,HC,C,100
1,HC,CG,1
1,HC,CGO,1
1,HC,G,134
1,HC,GO,2
1,HC,H,85
1,HC,HC,71
1,HC,HCG,84
1,HC,HCGO,573
1,HC,HCO,4
1,HC,HG,1
1,HC,HGO,2
1,HC,O,226
1,HCG,C,339
1,HCG,CG,16
1,HCG,CGO,4
1,HCG,CO,6
1,HCG,G,433
1,HCG,GO,2
1,HCG,H,364
1,HCG,HC,99
1,HCG,HCG,468
1,HCG,HCGO,1950
1,HCG,HCO,4
1,HCG,HG,16
1,HCG,HGO,1
1,HCG,HO,4
1,HCG,O,988
1,HCGO,C,1790
1,HCGO,CG,97
1,HCGO,CGO,21
1,HCGO,CO,11
1,HCGO,G,2237
1,HCGO,GO,17
1,HCGO,H,1808
1,HCGO,HC,553
1,HCGO,HCG,1981
1,HCGO,HCGO,10233
1,HCGO,HCO,40
1,HCGO,HG,90
1,HCGO,HGO,25
1,HCGO,HO,9
1,HCGO,O,4251
1,HCO,C,3
1,HCO,G,9
1,HCO,H,6
1,HCO,HC,5
1,HCO,HCG,4
1,HCO,HCGO,36
1,HCO,O,19
1,HG,C,33
1,HG,CGO,1
1,HG,CO,1
1,HG,G,24
1,HG,H,18
1,HG,HCG,15
1,HG,HCGO,103
1,HG,HG,9
1,HG,O,55
1,HGO,C,2
1,HGO,CG,1
1,HGO,G,4
1,HGO,H,6
1,HGO,HCG,1
1,HGO,HCGO,24
1,HGO,HCO,1
1,HGO,O,12
1,HO,C,4
1,HO,CG,1
1,HO,G,2
1,HO,H,2
1,HO,HCG,3
1,HO,HCGO,4
1,HO,O,6
1,O,C,779
1,O,CG,45
1,O,CGO,11
1,O,CO,2
1,O,G,1018
1,O,GO,10
1,O,H,778
1,O,HC,233
1,O,HCG,892
1,O,HCGO,4402
1,O,HCO,8
1,O,HG,53
1,O,HGO,9
1,O,HO,5
1,O,O,1954
100000,C,C,292
100000,C,CG,15
100000,C,CGO,2
100000,C,CO,4
100000,C,G,406
100000,C,GO,5
100000,C,H,292
100000,C,HC,87
100000,C,HCG,352
100000,C,HCGO,1692
100000,C,HCO,6
100000,C,HG,19
100000,C,HGO,7
100000,C,HO,2
100000,C,O,767
100000,CG,C,23
100000,CG,G,18
100000,CG,H,15
100000,CG,HC,3
100000,CG,HCG,19
100000,CG,HCGO,102
100000,CG,HG,3
100000,CG,O,49
100000,CGO,C,4
100000,CGO,G,7
100000,CGO,H,5
100000,CGO,HCG,3
100000,CGO,HCGO,15
100000,CGO,O,8
100000,CO,C,4
100000,CO,G,3
100000,CO,H,1
100000,CO,HCG,2
100000,CO,HCGO,12
100000,CO,O,2
100000,G,C,402
100000,G,CG,31
100000,G,CGO,2
100000,G,G,540
100000,G,GO,5
100000,G,H,392
100000,G,HC,137
100000,G,HCG,430
100000,G,HCGO,2247
100000,G,HCO,8
100000,G,HG,22
100000,G,HGO,6
100000,G,HO,2
100000,G,O,956
100000,GO,C,6
100000,GO,G,4
100000,GO,H,5
100000,GO,HC,2
100000,GO,HCG,4
100000,GO,HCGO,26
100000,GO,O,7
100000,H,C,305
