distance,from,to,n
1,C,C,304
1,C,CG,10
1,C,CGO,5
1,C,CO,4
1,C,G,357
1,C,GO,5
1,C,H,274
1,C,HC,80
1,C,HCG,382
1,C,HCGO,1607
1,C,HCO,7
1,C,HG,24
1,C,HGO,6
1,C,HO,4
1,C,O,740
1,CG,C,10
1,CG,CG,5
1,CG,G,10
1,CG,GO,1
1,CG,H,24
1,CG,HC,1
1,CG,HCG,14
1,CG,HCGO,78
1,CG,HCO,1
1,CG,HGO,1
1,CG,O,32
1,CGO,C,7
1,CGO,G,4
1,CGO,H,9
1,CGO,HCG,5
1,CGO,HCGO,27
1,CGO,HG,1
1,CGO,O,11
1,CO,C,1
1,CO,G,5
1,CO,HC,1
1,CO,HCG,4
1,CO,HCGO,7
1,CO,O,5
1,G,C,376
1,G,CG,15
1,G,CGO,6
1,G,CO,3
1,G,G,556
1,G,GO,8
1,G,H,341
1,G,HC,190
1,G,HCG,432
1,G,HCGO,2251
1,G,HCO,8
1,G,HG,22
1,G,HGO,6
1,G,HO,3
1,G,O,947
1,GO,C,7
1,GO,CG,1
1,GO,G,4
1,GO,H,2
1,GO,HC,4
1,GO,HCG,4
1,GO,HCGO,15
1,GO,O,7
1,H,C,265
1,H,CG,21
1,H,CGO,3
1,H,CO,3
1,H,G,407
1,H,GO,2
1,H,H,282
1,H,HC,96
1,H,HCG,353
1,H,HCGO,1647
1,H,HCO,9
1,H,HG,17
1,H,HGO,2
1,H,O,661
1,HC,C,98
1,HC,CGO,1
1,HC,G,182
1,HC,GO,2
1,HC,H,95
1,HC,HC,85
1,HC,HCG,110
1,HC,HCGO,670
1,HC,HCO,4
1,HC,HG,1
1,HC,HGO,1
1,HC,HO,1
1,HC,O,296
1,HCG,C,334
1,HCG,CG,13
1,HCG,CGO,2
1,HCG,CO,2
1,HCG,G,424
1,HCG,GO,3
1,HCG,H,313
1,HCG,HC,122
1,HCG,HCG,476
1,HCG,HCGO,2060
1,HCG,HCO,5
1,HCG,HG,6
1,HCG,HGO,3
1,HCG,HO,2
1,HCG,O,953
1,HCGO,C,1682
1,HCGO,CG,67
1,HCGO,CGO,26
1,HCGO,CO,7
1,HCGO,G,2272
1,HCGO,GO,22
1,HCGO,H,1653
1,HCGO,HC,681
1,HCGO,HCG,1953
1,HCGO,HCGO,9964
1,HCGO,HCO,28
1,HCGO,HG,75
1,HCGO,HGO,21
1,HCGO,HO,12
1,HCGO,O,4319
1,HCO,C,4
1,HCO,G,7
1,HCO,H,4
1,HCO,HC,3
1,HCO,HCG,7
1,HCO,HCGO,38
1,HCO,HCO,2
1,HCO,O,16
1,HG,C,23
1,HG,CO,1
1,HG,G,15
1,HG,GO,1
1,HG,H,14
1,HG,HCG,10
1,HG,HCGO,91
1,HG,HG,9
1,HG,O,40
1,HGO,C,2
1,HGO,G,6
1,HGO,H,5
1,HGO,HC,2
1,HGO,HCG,4
1,HGO,HCGO,19
1,HGO,HG,2
1,HGO,O,13
1,HO,C,3
1,HO,CG,1
1,HO,G,3
1,HO,H,1
1,HO,HCG,3
1,HO,HCGO,9
1,HO,HO,1
1,HO,O,5
1,O,C,715
1,O,CG,36
1,O,CGO,12
1,O,CO,2
1,O,G,1002
1,O,GO,14
1,O,H,704
1,O,HC,334
1,O,HCG,930
1,O,HCGO,4345
1,O,HCO,17
1,O,HG,30
1,O,HGO,10
1,O,HO,4
1,O,O,2012
100000,C,C,268
100000,C,CG,14
100000,C,CGO,1
100000,C,CO,1
100000,C,G,379
100000,C,GO,5
100000,C,H,271
100000,C,HC,115
100000,C,HCG,330
100000,C,HCGO,1504
100000,C,HCO,5
100000,C,HG,6
100000,C,HGO,1
100000,C,HO,1
100000,C,O,671
100000,CG,C,10
100000,CG,G,11
100000,CG,H,11
100000,CG,HC,5
100000,CG,HCG,17
100000,CG,HCGO,82
100000,CG,O,32
100000,CGO,C,2
100000,CGO,CG,1
100000,CGO,G,2
100000,CGO,H,4
100000,CGO,HC,1
100000,CGO,HCG,5
100000,CGO,HCGO,13
100000,CGO,O,10
100000,CO,G,5
100000,CO,HC,1
100000,CO,HCG,2
100000,CO,HCGO,9
100000,CO,HG,1
100000,CO,O,5
100000,G,C,328
100000,G,CG,15
100000,G,CGO,5
100000,G,CO,2
100000,G,G,540
100000,G,GO,9
100000,G,H,372
100000,G,HC,152
100000,G,HCG,453
100000,G,HCGO,2130
100000,G,HCO,9
100000,G,HG,15
100000,G,HGO,8
100000,G,HO,2
100000,G,O,907
100000,GO,C,2
100000,GO,G,8
100000,GO,H,2
100000,GO,HC,1
100000,GO,HCG,1
100000,GO,HCGO,18
100000,GO,O,14
100000,H,C,231
100000,H,CG,8
100000,H,CGO,3
100000,H,CO,2
100000,H,G,327
100000,H,GO,4
100000,H,H,263
100000,H,HC,90
100000,H,HCG,326
100000,H,HCGO,1571
100000,H,HCO,4
100000,H,HG,11
100000,H,HGO,2
100000,H,HO,3
100000,H,O,679
100000,HC,C,99
100000,HC,CG,9
100000,HC,CGO,2
100000,HC,CO,2
100000,HC,G,168
100000,HC,GO,2
100000,HC,H,97
100000,HC,HC,39
100000,HC,HCG,156
100000,HC,HCGO,666
100000,HC,HCO,2
100000,HC,HG,5
100000,HC,HGO,1
100000,HC,O,301
100000,HCG,C,347
100000,HCG,CG,22
100000,HCG,CGO,3
100000,HCG,CO,5
100000,HCG,G,424
100000,HCG,GO,7
100000,HCG,H,316
100000,HCG,HC,137
100000,HCG,HCG,377
100000,HCG,HCGO,2067
100000,HCG,HCO,7
100000,HCG,HG,18
100000,HCG,HGO,3
100000,HCG,HO,4
100000,HCG,O,872
100000,HCGO,C,1637
100000,HCGO,CG,64
100000,HCGO,CGO,14
100000,HCGO,CO,12
100000,HCGO,G,2271
100000,HCGO,GO,21
100000,HCGO,H,1593
100000,HCGO,HC,660
100000,HCGO,HCG,2046
100000,HCGO,HCGO,9897
100000,HCGO,HCO,41
100000,HCGO,HG,69
100000,HCGO,HGO,21
100000,HCGO,HO,13
100000,HCGO,O,4315
100000,HCO,C,8
100000,HCO,G,14
100000,HCO,H,5
100000,HCO,HC,2
100000,HCO,HCG,5
