distance,from,to,n
1,C,C,369
1,C,CG,25
1,C,CGO,6
1,C,CO,2
1,C,G,362
1,C,GO,2
1,C,H,352
1,C,HC,80
1,C,HCG,351
1,C,HCGO,1900
1,C,HCO,8
1,C,HG,40
1,C,HGO,5
1,C,HO,2
1,C,O,813
1,CG,C,20
1,CG,CG,15
1,CG,CGO,1
1,CG,G,20
1,CG,H,32
1,CG,HCG,12
1,CG,HCGO,127
1,CG,O,43
1,CGO,C,3
1,CGO,CG,2
1,CGO,G,5
1,CGO,H,6
1,CGO,HCG,4
1,CGO,HCGO,21
1,CGO,O,8
1,CO,C,3
1,CO,G,4
1,CO,H,2
1,CO,HC,1
1,CO,HCG,3
1,CO,HCGO,11
1,CO,HG,1
1,CO,O,7
1,G,C,400
1,G,CG,14
1,G,CGO,3
1,G,G,512
1,G,GO,7
1,G,H,449
1,G,HC,134
1,G,HCG,406
1,G,HCGO,2210
1,G,HCO,9
1,G,HG,30
1,G,HGO,6
1,G,O,952
1,GO,C,2
1,GO,G,6
1,GO,GO,2
1,GO,H,3
1,GO,HC,6
1,GO,HCG,4
1,GO,HCGO,31
1,GO,O,7
1,H,C,339
1,H,CG,34
1,H,CGO,5
1,H,CO,5
1,H,G,383
1,H,GO,3
1,H,H,353
1,H,HC,61
1,H,HCG,342
1,H,HCGO,1832
1,H,HCO,7
1,H,HG,23
1,H,HGO,6
1,H,HO,3
1,H,O,788
1,HC,C,66
1,HC,CG,1
1,HC,CGO,1
1,HC,CO,2
1,HC,G,125
1,HC,GO,2
1,HC,H,87
1,HC,HC,48
1,HC,HCG,71
1,HC,HCGO,468
1,HC,HCO,1
1,HC,HGO,1
1,HC,O,191
1,HCG,C,342
1,HCG,CG,22
1,HCG,CGO,5
1,HCG,CO,3
1,HCG,G,376
1,HCG,GO,2
1,HCG,H,371
1,HCG,HC,69
1,HCG,HCG,474
1,HCG,HCGO,1969
1,HCG,HCO,6
1,HCG,HG,19
1,HCG,HGO,2
1,HCG,O,926
1,HCGO,C,1828
1,HCGO,CG,132
1,HCGO,CGO,26
1,HCGO,CO,6
1,HCGO,G,2210
1,HCGO,GO,19
1,HCGO,H,1840
1,HCGO,HC,429
1,HCGO,HCG,2004
1,HCGO,HCGO,10180
1,HCGO,HCO,34
1,HCGO,HG,111
1,HCGO,HGO,31
1,HCGO,HO,6
1,HCGO,O,4329
1,HCO,C,4
1,HCO,G,7
1,HCO,H,8
1,HCO,HC,4
1,HCO,HCG,2
1,HCO,HCGO,36
1,HCO,O,17
1,HG,C,37
1,HG,G,21
1,HG,H,21
1,HG,HCG,13
1,HG,HCGO,116
1,HG,HG,15
1,HG,O,42
1,HGO,C,5
1,HGO,CG,1
1,HGO,G,5
1,HGO,H,8
1,HGO,HCG,5
1,HGO,HCGO,22
1,HGO,O,9
1,HO,G,1
1,HO,H,6
1,HO,HCG,7
1,HO,HCGO,18
1,HO,O,4
1,O,C,812
1,O,CG,52
1,O,CGO,9
1,O,CO,6
1,O,G,949
1,O,GO,12
1,O,H,828
1,O,HC,190
1,O,HCG,933
