distance,from,to,n
1,C,C,299
1,C,CG,21
1,C,CGO,2
1,C,CO,1
1,C,G,405
1,C,GO,2
1,C,H,276
1,C,HC,81
1,C,HCG,329
1,C,HCGO,1639
1,C,HCO,8
1,C,HG,33
1,C,HGO,7
1,C,HO,1
1,C,O,719
1,CG,C,20
1,CG,CG,10
1,CG,G,11
1,CG,H,17
1,CG,HCG,7
1,CG,HCGO,88
1,CG,O,28
1,CGO,C,3
1,CGO,G,1
1,CGO,H,2
1,CGO,HCG,1
1,CGO,HCGO,21
1,CGO,O,9
1,CO,C,3
1,CO,CG,1
1,CO,G,2
1,CO,H,1
1,CO,HCG,1
1,CO,HCGO,8
1,CO,O,4
1,G,C,364
1,G,CG,20
1,G,CGO,3
1,G,CO,2
1,G,G,549
1,G,GO,10
1,G,H,313
1,G,HC,195
1,G,HCG,419
1,G,HCGO,2285
1,G,HCO,13
1,G,HG,15
1,G,HGO,3
1,G,HO,1
1,G,O,986
1,GO,C,1
1,GO,G,3
1,GO,GO,3
1,GO,H,3
1,GO,HC,2
1,GO,HCG,2
1,GO,HCGO,23
1,GO,O,13
1,H,C,285
1,H,CG,17
1,H,CGO,5
1,H,G,323
1,H,GO,3
1,H,H,266
1,H,HC,93
1,H,HCG,325
1,H,HCGO,1628
1,H,HCO,3
1,H,HG,21
1,H,HGO,1
1,H,O,688
1,HC,C,94
1,HC,CG,1
1,HC,CGO,2
1,HC,G,176
1,HC,GO,6
1,HC,H,104
1,HC,HC,89
1,HC,HCG,125
1,HC,HCGO,716
1,HC,HCO,1
1,HC,O,300
1,HCG,C,334
1,HCG,CG,11
1,HCG,CGO,4
1,HCG,CO,4
1,HCG,G,435
1,HCG,GO,2
1,HCG,H,331
1,HCG,HC,108
1,HCG,HCG,471
1,HCG,HCGO,1973
1,HCG,HCO,8
1,HCG,HG,12
1,HCG,HGO,3
1,HCG,O,943
1,HCGO,C,1618
1,HCGO,CG,68
1,HCGO,CGO,16
1,HCGO,CO,8
1,HCGO,G,2239
1,HCGO,GO,17
1,HCGO,H,1673
1,HCGO,HC,687
1,HCGO,HCG,2012
1,HCGO,HCGO,9966
1,HCGO,HCO,43
1,HCGO,HG,75
1,HCGO,HGO,21
1,HCGO,HO,11
1,HCGO,O,4460
1,HCO,C,8
1,HCO,G,15
1,HCO,H,6
1,HCO,HCG,4
1,HCO,HCGO,41
1,HCO,HCO,1
1,HCO,O,16
1,HG,C,26
1,HG,G,11
1,HG,H,17
1,HG,HCG,14
1,HG,HCGO,75
1,HG,HG,7
1,HG,O,40
1,HGO,C,5
1,HGO,G,6
1,HGO,H,3
1,HGO,HC,1
1,HGO,HCG,5
1,HGO,HCGO,22
1,HGO,HG,1
1,HGO,O,9
1,HO,C,1
1,HO,G,2
1,HO,H,2
1,HO,HCG,3
1,HO,HCGO,5
1,HO,O,3
1,O,C,728
1,O,CG,39
1,O,CGO,9
1,O,CO,3
1,O,G,964
1,O,GO,8
1,O,H,655
1,O,HC,295
1,O,HCG,953
1,O,HCGO,4336
1,O,HCO,12
1,O,HG,26
1,O,HGO,5
1,O,HO,2
1,O,O,1959
100000,C,C,273
100000,C,CG,8
100000,C,CGO,2
100000,C,CO,1
100000,C,G,394
100000,C,GO,2
100000,C,H,309
100000,C,HC,103
100000,C,HCG,302
100000,C,HCGO,1566
100000,C,HCO,3
100000,C,HG,15
100000,C,HGO,7
100000,C,O,692
100000,CG,C,9
100000,CG,CG,2
100000,CG,G,19
100000,CG,H,12
100000,CG,HC,3
100000,CG,HCG,16
100000,CG,HCGO,78
100000,CG,HCO,1
100000,CG,O,29
100000,CGO,H,1
100000,CGO,HCG,1
100000,CGO,HCGO,19
100000,CGO,O,11
100000,CO,C,1
100000,CO,G,2
100000,CO,HC,1
100000,CO,HCG,1
100000,CO,HCGO,5
100000,CO,O,4
100000,G,C,370
100000,G,CG,18
100000,G,CGO,5
100000,G,CO,3
100000,G,G,505
100000,G,GO,4
100000,G,H,370
100000,G,HC,166
100000,G,HCG,446
100000,G,HCGO,2204
100000,G,HCO,6
100000,G,HG,22
100000,G,HGO,1
100000,G,HO,2
100000,G,O,949
100000,GO,C,2
100000,GO,CG,1
100000,GO,G,3
100000,GO,H,4
100000,GO,HC,1
100000,GO,HCG,5
100000,GO,HCGO,18
100000,GO,HG,1
100000,GO,O,10
100000,H,C,269
100000,H,CG,17
100000,H,CGO,2
100000,H,CO,1
100000,H,G,375
100000,H,GO,3
100000,H,H,264
100000,H,HC,115
100000,H,HCG,309
100000,H,HCGO,1623
