distance,from,to,n
1,C,C,249
1,C,CG,8
1,C,CGO,5
1,C,G,345
1,C,GO,4
1,C,H,255
1,C,HC,112
1,C,HCG,286
1,C,HCGO,1565
1,C,HCO,8
1,C,HG,25
1,C,HO,2
1,C,O,701
1,CG,C,7
1,CG,CG,3
1,CG,CGO,1
1,CG,G,16
1,CG,H,23
1,CG,HCG,10
1,CG,HCGO,78
1,CG,O,26
1,CGO,C,1
1,CGO,CG,1
1,CGO,G,5
1,CGO,H,4
1,CGO,HC,1
1,CGO,HCG,2
1,CGO,HCGO,18
1,CGO,O,5
1,CO,C,3
1,CO,G,2
1,CO,H,1
1,CO,HC,1
1,CO,HCG,4
1,CO,HCGO,4
1,CO,O,7
1,G,C,341
1,G,CG,11
1,G,CGO,5
1,G,CO,4
1,G,G,583
1,G,GO,8
1,G,H,333
1,G,HC,206
1,G,HCG,452
1,G,HCGO,2264
1,G,HCO,16
1,G,HG,16
1,G,HGO,3
1,G,HO,3
1,G,O,996
1,GO,C,2
1,GO,G,8
1,GO,H,7
1,GO,HC,6
1,GO,HCG,6
1,GO,HCGO,30
1,GO,O,2
1,H,C,253
1,H,CG,21
1,H,CGO,5
1,H,CO,1
1,H,G,339
1,H,GO,8
1,H,H,254
1,H,HC,77
1,H,HCG,297
1,H,HCGO,1578
1,H,HCO,3
1,H,HG,8
1,H,HGO,3
1,H,HO,1
1,H,O,673
1,HC,C,111
1,HC,CG,1
1,HC,CGO,2
1,HC,G,196
1,HC,GO,6
1,HC,H,101
1,HC,HC,108
1,HC,HCG,126
1,HC,HCGO,783
1,HC,HCO,4
1,HC,HGO,1
1,HC,HO,1
1,HC,O,348
1,HCG,C,310
1,HCG,CG,9
1,HCG,CGO,3
1,HCG,CO,2
1,HCG,G,472
1,HCG,GO,3
1,HCG,H,311
1,HCG,HC,151
1,HCG,HCG,508
1,HCG,HCGO,2036
1,HCG,HCO,3
1,HCG,HG,11
1,HCG,HGO,5
1,HCG,O,938
1,HCGO,C,1572
1,HCGO,CG,78
1,HCGO,CGO,22
1,HCGO,CO,6
1,HCGO,G,2229
1,HCGO,GO,33
1,HCGO,H,1541
1,HCGO,HC,815
1,HCGO,HCG,2009
1,HCGO,HCGO,10398
1,HCGO,HCO,43
1,HCGO,HG,72
1,HCGO,HGO,12
1,HCGO,HO,10
1,HCGO,O,4298
1,HCO,C,7
1,HCO,G,14
1,HCO,GO,1
1,HCO,H,6
1,HCO,HC,3
1,HCO,HCG,7
1,HCO,HCGO,31
1,HCO,HCO,2
1,HCO,HGO,1
1,HCO,O,17
1,HG,C,18
1,HG,G,14
1,HG,H,16
1,HG,HCG,4
1,HG,HCGO,61
1,HG,HG,12
1,HG,HO,1
1,HG,O,32
1,HGO,C,4
1,HGO,G,1
1,HGO,HC,1
1,HGO,HCG,1
1,HGO,HCGO,17
1,HGO,O,6
1,HO,CG,1
1,HO,G,5
1,HO,H,2
1,HO,HC,1
1,HO,HCGO,5
1,HO,O,7
1,O,C,672
1,O,CG,26
1,O,CGO,8
1,O,CO,3
1,O,G,1005
1,O,GO,8
1,O,H,708
1,O,HC,320
1,O,HCG,950
1,O,HCGO,4411
1,O,HCO,16
1,O,HG,37
1,O,HGO,6
1,O,HO,4
1,O,O,1951
100000,C,C,227
100000,C,CG,8
100000,C,CGO,5
100000,C,CO,1
100000,C,G,321
100000,C,GO,1
100000,C,H,184
100000,C,HC,130
100000,C,HCG,294
100000,C,HCGO,1544
100000,C,HCO,4
100000,C,HG,12
100000,C,HGO,7
100000,C,HO,3
100000,C,O,701
100000,CG,C,13
100000,CG,G,18
100000,CG,H,14
100000,CG,HC,5
100000,CG,HCG,15
100000,CG,HCGO,69
100000,CG,HG,1
100000,CG,O,25
100000,CGO,C,3
100000,CGO,CG,1
100000,CGO,G,2
100000,CGO,H,3
100000,CGO,HC,2
100000,CGO,HCG,3
100000,CGO,HCGO,24
100000,CGO,O,4
100000,CO,HCG,4
100000,CO,HCGO,6
100000,CO,O,4
100000,G,C,356
100000,G,CG,25
100000,G,CGO,5
100000,G,CO,1
100000,G,G,468
100000,G,GO,4
100000,G,H,345
100000,G,HC,174
100000,G,HCG,467
100000,G,HCGO,2220
100000,G,HCO,12
100000,G,HG,17
100000,G,HGO,3
100000,G,HO,1
100000,G,O,964
100000,GO,C,8
100000,GO,G,4
100000,GO,HC,1
100000,GO,HCG,8
100000,GO,HCGO,28
100000,GO,HG,1
100000,GO,O,17
100000,H,C,206
100000,H,CG,8
100000,H,CGO,4
100000,H,G,343
100000,H,GO,3
100000,H,H,242
100000,H,HC,114
100000,H,HCG,280
100000,H,HCGO,1545
100000,H,HCO,2
100000,H,HG,13
100000,H,HGO,3
100000,H,O,680
100000,HC,C,121
100000,HC,CG,3
100000,HC,G,182
100000,HC,GO,2
100000,HC,H,114
100000,HC,HC,67
100000,HC,HCG,156
100000,HC,HCGO,737
100000,HC,HCO,2
100000,HC,HG,3
100000,HC,HO,1
100000,HC,O,337
100000,HCG,C,291
100000,HCG,CG,14
100000,HCG,CGO,3
100000,HCG,G,497
100000,HCG,GO,6
100000,HCG,H,296
100000,HCG,HC,135
100000,HCG,HCG,449
100000,HCG,HCGO,2016
100000,HCG,HCO,4
100000,HCG,HG,10
100000,HCG,HGO,7
100000,HCG,HO,3
100000,HCG,O,935
100000,HCGO,C,1474
100000,HCGO,CG,54
100000,HCGO,CGO,16
100000,HCGO,CO,10
100000,HCGO,G,2215
100000,HCGO,GO,25
100000,HCGO,H,1507
100000,HCGO,HC,786
100000,HCGO,HCG,1986
100000,HCGO,HCGO,9732
100000,HCGO,HCO,28
100000,HCGO,HG,58
100000,HCGO,HGO,18
100000,HCGO,HO,4
100000,HCGO,O,4364
100000,HCO,C,10
100000,HCO,G,10
100000,HCO,H,9
100000,HCO,HC,1
100000,HCO,HCG,7
100000,HCO,HCGO,33
100000,HCO,O,9
100000,HG,C,6
100000,HG,G,15
100000,HG,H,5
100000,HG,HC,5
100000,HG,HCG,12
100000,HG,HCGO,62
100000,HG,HCO,1
100000,HG,O,17
100000,HGO,C,2
100000,HGO,G,4
100000,HGO,H,1
100000,HGO,HC,1
100000,HGO,HCG,2
100000,HGO,HCGO,11
100000,HGO,O,9
100000,HO,C,2
100000,HO,H,2
100000,HO,HCG,1
100000,HO,HCGO,5
100000,HO,O,8
100000,O,C,705
100000,O,CG,24
100000,O,CGO,7
100000,O,CO,3
100000,O,G,1017
100000,O,GO,9
100000,O,H,642
100000,O,HC,340
100000,O,HCG,860
100000,O,HCGO,4429
100000,O,HCO,14
100000,O,HG,31
100000,O,HGO,6
100000,O,HO,3
100000,O,O,2015
11,C,C,262
11,C,CG,14
11,C,CGO,4
11,C,CO,1
11,C,G,349
11,C,GO,4
11,C,H,239
11,C,HC,96
11,C,HCG,287
11,C,HCGO,1530
11,C,HCO,8
11,C,HG,22
11,C,HGO,2
11,C,HO,2
11,C,O,639
11,CG,C,11
11,CG,CG,6
11,CG,CGO,1
11,CG,G,14
11,CG,H,19
11,CG,HCG,6
11,CG,HCGO,62
11,CG,O,27
11,CGO,C,2
11,CGO,CG,2
11,CGO,G,10
11,CGO,H,2
11,CGO,HC,2
11,CGO,HCG,5
11,CGO,HCGO,12
11,CGO,O,8
11,CO,C,1
11,CO,H,2
11,CO,HCG,3
11,CO,HCGO,13
11,CO,HG,2
11,CO,O,3
11,G,C,360
11,G,CG,21
11,G,CGO,2
11,G,CO,2
11,G,G,535
11,G,GO,8
11,G,H,366
11,G,HC,211
11,G,HCG,440
11,G,HCGO,2266
11,G,HCO,7
11,G,HG,10
11,G,HGO,4
11,G,HO,1
11,G,O,996
11,GO,C,2
11,GO,G,4
11,GO,GO,1
11,GO,H,4
11,GO,HC,6
11,GO,HCG,6
11,GO,HCGO,26
11,GO,O,15
11,H,C,258
11,H,CG,16
11,H,CGO,8
11,H,CO,2
11,H,G,345
11,H,GO,6
11,H,H,283
11,H,HC,109
11,H,HCG,341
11,H,HCGO,1477
11,H,HG,11
11,H,HO,2
11,H,O,695
11,HC,C,78
11,HC,G,203
11,HC,GO,3
11,HC,H,102
11,HC,HC,95
11,HC,HCG,144
11,HC,HCGO,720
11,HC,HCO,8
11,HC,HGO,1
11,HC,HO,2
11,HC,O,317
11,HCG,C,323
11,HCG,CG,7
11,HCG,CGO,6
11,HCG,CO,1
11,HCG,G,424
11,HCG,GO,7
11,HCG,H,336
11,HCG,HC,153
11,HCG,HCG,457
11,HCG,HCGO,2023
11,HCG,HCO,6
11,HCG,HG,10
11,HCG,HGO,2
11,HCG,HO,3
11,HCG,O,837
11,HCGO,C,1466
11,HCGO,CG,68
11,HCGO,CGO,19
11,HCGO,CO,8
11,HCGO,G,2294
11,HCGO,GO,17
11,HCGO,H,1468
11,HCGO,HC,753
11,HCGO,HCG,2006
11,HCGO,HCGO,10354
11,HCGO,HCO,35
11,HCGO,HG,54
11,HCGO,HGO,19
11,HCGO,HO,5
11,HCGO,O,4330
11,HCO,C,8
11,HCO,CG,1
11,HCO,G,13
11,HCO,H,8
11,HCO,HCG,2
11,HCO,HCGO,25
11,HCO,HCO,1
11,HCO,O,9
11,HG,C,12
11,HG,CG,1
11,HG,G,15
11,HG,H,10
11,HG,HCG,7
11,HG,HCGO,60
11,HG,HCO,1
11,HG,HG,3
11,HG,HGO,1
11,HG,O,20
11,HGO,C,5
11,HGO,G,7
11,HGO,H,2
11,HGO,HC,1
11,HGO,HCG,1
11,HGO,HCGO,21
11,HGO,O,11
11,HO,C,1
11,HO,G,1
11,HO,H,3
11,HO,HCG,2
11,HO,HCGO,7
11,HO,O,6
11,O,C,664
11,O,CG,25
11,O,CGO,5
11,O,CO,3
11,O,G,975
11,O,GO,10
11,O,H,695
11,O,HC,338
11,O,HCG,941
11,O,HCGO,4364
11,O,HCO,16
11,O,HG,31
11,O,HGO,5
11,O,HO,3
11,O,O,1952
