distance,from,to,n
1,C,C,341
1,C,CG,24
1,C,CGO,3
1,C,CO,1
1,C,G,338
1,C,GO,1
1,C,H,315
1,C,HC,92
1,C,HCG,357
1,C,HCGO,1755
1,C,HCO,6
1,C,HG,30
1,C,HGO,8
1,C,HO,1
1,C,O,762
1,CG,C,17
1,CG,CG,5
1,CG,CGO,1
1,CG,G,20
1,CG,H,30
1,CG,HCG,18
1,CG,HCGO,113
1,CG,HO,1
1,CG,O,47
1,CGO,C,7
1,CGO,G,7
1,CGO,H,6
1,CGO,HC,1
1,CGO,HCG,9
1,CGO,HCGO,15
1,CGO,O,6
1,CO,C,2
1,CO,G,3
1,CO,H,3
1,CO,HCG,1
1,CO,HCGO,14
1,CO,HG,1
1,CO,O,2
1,G,C,411
1,G,CG,19
1,G,CGO,8
1,G,CO,2
1,G,G,549
1,G,GO,5
1,G,H,364
1,G,HC,139
1,G,HCG,429
1,G,HCGO,2171
1,G,HCO,8
1,G,HG,13
1,G,HGO,8
1,G,HO,3
1,G,O,948
1,GO,C,6
1,GO,G,7
1,GO,H,3
1,GO,HC,3
1,GO,HCG,3
1,GO,HCGO,13
1,GO,O,7
1,H,C,321
1,H,CG,34
1,H,CGO,6
1,H,CO,2
1,H,G,393
1,H,GO,5
1,H,H,356
1,H,HC,70
1,H,HCG,366
1,H,HCGO,1763
1,H,HCO,6
1,H,HG,23
1,H,HGO,5
1,H,HO,1
1,H,O,769
1,HC,C,81
1,HC,CG,1
1,HC,CGO,2
1,HC,G,132
1,HC,GO,1
1,HC,H,94
1,HC,HC,83
1,HC,HCG,108
1,HC,HCGO,557
1,HC,HCO,4
1,HC,HG,1
1,HC,HO,1
1,HC,O,220
1,HCG,C,324
1,HCG,CG,17
1,HCG,CGO,2
1,HCG,CO,2
1,HCG,G,442
1,HCG,GO,4
1,HCG,H,347
1,HCG,HC,100
1,HCG,HCG,511
1,HCG,HCGO,1987
1,HCG,HCO,6
1,HCG,HG,12
1,HCG,HGO,3
1,HCG,HO,1
1,HCG,O,933
1,HCGO,C,1783
1,HCGO,CG,96
1,HCGO,CGO,20
1,HCGO,CO,11
1,HCGO,G,2242
1,HCGO,GO,23
1,HCGO,H,1729
1,HCGO,HC,562
1,HCGO,HCG,2046
1,HCGO,HCGO,10237
1,HCGO,HCO,32
1,HCGO,HG,98
1,HCGO,HGO,16
1,HCGO,HO,13
1,HCGO,O,4431
1,HCO,C,5
1,HCO,G,3
1,HCO,H,7
1,HCO,HC,3
1,HCO,HCG,5
1,HCO,HCGO,30
1,HCO,HCO,1
1,HCO,HG,1
1,HCO,O,13
1,HG,C,27
1,HG,G,17
1,HG,H,14
1,HG,HC,1
1,HG,HCG,13
1,HG,HCGO,93
1,HG,HG,14
1,HG,O,42
1,HGO,C,2
1,HGO,G,5
1,HGO,H,1
1,HGO,HC,2
1,HGO,HCG,1
1,HGO,HCGO,15
1,HGO,HG,1
1,HGO,O,7
1,HO,G,1
1,HO,H,1
1,HO,HCG,3
1,HO,HCGO,11
1,HO,O,5
1,O,C,773
1,O,CG,47
1,O,CGO,13
1,O,CO,6
1,O,G,947
1,O,GO,6
1,O,H,795
1,O,HC,224
1,O,HCG,884
1,O,HCGO,4306
1,O,HCO,15
1,O,HG,49
1,O,HGO,10
1,O,HO,4
1,O,O,1881
100000,C,C,319
100000,C,CG,15
100000,C,CGO,2
100000,C,CO,1
100000,C,G,387
100000,C,GO,4
100000,C,H,352
100000,C,HC,98
100000,C,HCG,355
100000,C,HCGO,1678
100000,C,HCO,11
100000,C,HG,15
100000,C,HGO,2
100000,C,HO,1
100000,C,O,760
100000,CG,C,13
100000,CG,CG,1
100000,CG,G,21
100000,CG,H,20
100000,CG,HC,6
100000,CG,HCG,23
100000,CG,HCGO,99
100000,CG,HG,1
100000,CG,O,41
100000,CGO,C,4
100000,CGO,G,3
100000,CGO,H,5
100000,CGO,HC,1
100000,CGO,HCG,4
100000,CGO,HCGO,22
100000,CGO,O,12
100000,CO,G,2
100000,CO,H,4
100000,CO,HC,1
100000,CO,HCG,1
100000,CO,HCGO,16
100000,CO,O,6
100000,G,C,412
100000,G,CG,27
100000,G,CGO,7
100000,G,CO,3
100000,G,G,461
100000,G,GO,2
100000,G,H,414
100000,G,HC,110
100000,G,HCG,457
100000,G,HCGO,2218
100000,G,HCO,7
100000,G,HG,16
100000,G,HGO,4
100000,G,HO,2
100000,G,O,924
100000,GO,C,4
100000,GO,G,4
100000,GO,H,2
100000,GO,HCG,5
100000,GO,HCGO,23
100000,GO,O,7
100000,H,C,325
100000,H,CG,15
100000,H,CGO,4
100000,H,CO,2
100000,H,G,422
100000,H,GO,5
100000,H,H,339
100000,H,HC,105
100000,H,HCG,337
100000,H,HCGO,1778
100000,H,HCO,8
100000,H,HG,23
100000,H,HGO,3
100000,H,HO,2
100000,H,O,811
100000,HC,C,93
100000,HC,CG,3
100000,HC,CGO,2
100000,HC,G,116
100000,HC,H,93
100000,HC,HC,35
100000,HC,HCG,106
100000,HC,HCGO,551
100000,HC,HCO,2
100000,HC,HG,3
100000,HC,HGO,1
100000,HC,HO,1
100000,HC,O,227
100000,HCG,C,360
100000,HCG,CG,29
100000,HCG,CGO,3
100000,HCG,CO,3
100000,HCG,G,461
100000,HCG,GO,3
100000,HCG,H,340
100000,HCG,HC,100
100000,HCG,HCG,390
100000,HCG,HCGO,1980
100000,HCG,HCO,9
100000,HCG,HG,22
100000,HCG,HGO,4
100000,HCG,HO,3
100000,HCG,O,874
100000,HCGO,C,1738
100000,HCGO,CG,103
100000,HCGO,CGO,18
100000,HCGO,CO,14
100000,HCGO,G,2087
100000,HCGO,GO,21
100000,HCGO,H,1770
100000,HCGO,HC,542
100000,HCGO,HCG,2017
100000,HCGO,HCGO,9790
100000,HCGO,HCO,34
100000,HCGO,HG,109
100000,HCGO,HGO,20
100000,HCGO,HO,13
100000,HCGO,O,4404
100000,HCO,C,7
100000,HCO,CG,1
100000,HCO,G,12
