distance,from,to,n
1,C,C,353
1,C,CG,26
1,C,CGO,4
1,C,CO,3
1,C,G,399
1,C,GO,2
1,C,H,378
1,C,HC,90
1,C,HCG,348
1,C,HCGO,1912
1,C,HCO,7
1,C,HG,33
1,C,HGO,6
1,C,HO,3
1,C,O,837
1,CG,C,16
1,CG,CG,11
1,CG,CGO,2
1,CG,G,19
1,CG,H,47
1,CG,HCG,13
1,CG,HCGO,110
1,CG,HG,1
1,CG,O,60
1,CGO,C,1
1,CGO,CG,1
1,CGO,CGO,1
1,CGO,G,4
1,CGO,H,5
1,CGO,HC,3
1,CGO,HCG,2
1,CGO,HCGO,29
1,CGO,O,13
1,CO,C,1
1,CO,G,5
1,CO,H,1
1,CO,HCG,3
1,CO,HCGO,11
1,CO,HG,1
1,CO,O,9
1,G,C,390
1,G,CG,21
1,G,CGO,7
1,G,CO,3
1,G,G,514
1,G,GO,5
1,G,H,395
1,G,HC,118
1,G,HCG,417
1,G,HCGO,2251
1,G,HCO,5
1,G,HG,20
1,G,HGO,2
1,G,HO,3
1,G,O,979
1,GO,C,4
1,GO,G,4
1,GO,H,1
1,GO,HC,2
1,GO,HCG,2
1,GO,HCGO,14
1,GO,O,10
1,H,C,347
1,H,CG,29
1,H,CGO,9
1,H,CO,6
1,H,G,427
1,H,GO,4
1,H,H,355
1,H,HC,67
1,H,HCG,367
1,H,HCGO,1814
1,H,HCO,8
1,H,HG,17
1,H,HGO,2
1,H,HO,2
1,H,O,767
1,HC,C,76
1,HC,CG,2
1,HC,G,120
1,HC,GO,5
1,HC,H,83
1,HC,HC,68
1,HC,HCG,81
1,HC,HCGO,469
1,HC,HCO,4
1,HC,HG,1
1,HC,HO,1
1,HC,O,228
1,HCG,C,385
1,HCG,CG,18
1,HCG,CGO,3
1,HCG,CO,5
1,HCG,G,428
1,HCG,GO,3
1,HCG,H,376
1,HCG,HC,74
1,HCG,HCG,475
1,HCG,HCGO,2037
1,HCG,HCO,9
1,HCG,HG,18
1,HCG,HO,1
1,HCG,O,932
1,HCGO,C,1852
1,HCGO,CG,128
1,HCGO,CGO,30
1,HCGO,CO,11
1,HCGO,G,2240
1,HCGO,GO,13
1,HCGO,H,1801
1,HCGO,HC,443
1,HCGO,HCG,1992
1,HCGO,HCGO,10012
1,HCGO,HCO,27
1,HCGO,HG,133
1,HCGO,HGO,17
1,HCGO,HO,7
1,HCGO,O,4414
1,HCO,C,5
1,HCO,G,8
1,HCO,H,5
1,HCO,HCG,8
1,HCO,HCGO,23
1,HCO,HCO,1
1,HCO,O,12
1,HG,C,30
1,HG,CO,1
1,HG,G,24
1,HG,H,22
1,HG,HC,1
1,HG,HCG,16
1,HG,HCGO,117
1,HG,HG,16
1,HG,O,48
1,HGO,C,6
1,HGO,CG,1
1,HGO,G,10
1,HGO,H,2
1,HGO,HC,2
1,HGO,HCG,1
1,HGO,HCGO,18
1,HGO,HG,1
1,HGO,O,11
1,HO,C,3
1,HO,CG,1
1,HO,G,1
1,HO,H,3
1,HO,HCG,3
1,HO,HCGO,9
1,HO,HG,1
1,HO,O,4
1,O,C,821
1,O,CG,65
1,O,CGO,11
1,O,CO,3
1,O,G,928
1,O,GO,6
1,O,H,773
1,O,HC,214
1,O,HCG,917
1,O,HCGO,4307
1,O,HCO,18
1,O,HG,53
1,O,HGO,9
1,O,HO,4
1,O,O,1926
100000,C,C,358
100000,C,CG,17
100000,C,CGO,3
100000,C,CO,1
100000,C,G,424
100000,C,GO,4
100000,C,H,338
100000,C,HC,106
100000,C,HCG,377
100000,C,HCGO,1864
100000,C,HCO,4
100000,C,HG,19
100000,C,HGO,4
100000,C,O,737
100000,CG,C,25
100000,CG,CG,1
100000,CG,CGO,1
100000,CG,G,26
100000,CG,H,25
100000,CG,HC,2
100000,CG,HCG,36
100000,CG,HCGO,135
100000,CG,HCO,1
100000,CG,HG,2
100000,CG,O,51
100000,CGO,C,6
100000,CGO,G,3
100000,CGO,H,5
100000,CGO,HC,2
100000,CGO,HCG,3
100000,CGO,HCGO,28
100000,CGO,HG,1
100000,CGO,O,9
100000,CO,C,2
100000,CO,G,1
100000,CO,H,3
100000,CO,HCG,6
100000,CO,HCGO,11
100000,CO,O,7
100000,G,C,380
100000,G,CG,20
100000,G,CGO,5
100000,G,CO,2
100000,G,G,498
100000,G,GO,5
100000,G,H,405
100000,G,HC,98
100000,G,HCG,439
100000,G,HCGO,2254
100000,G,HCO,8
100000,G,HG,25
100000,G,HGO,7
100000,G,HO,2
100000,G,O,998
100000,GO,G,3
100000,GO,H,4
100000,GO,HCG,1
100000,GO,HCGO,18
100000,GO,O,9
100000,H,C,364
100000,H,CG,15
100000,H,CGO,4
100000,H,CO,3
100000,H,G,398
100000,H,GO,2
100000,H,H,360
100000,H,HC,93
100000,H,HCG,376
