distance,from,to,n
1,C,C,361
1,C,CG,28
1,C,CGO,3
1,C,CO,1
1,C,G,414
1,C,H,369
1,C,HC,66
1,C,HCG,378
1,C,HCGO,1873
1,C,HCO,7
1,C,HG,40
1,C,HGO,2
1,C,HO,3
1,C,O,787
1,CG,C,16
1,CG,CG,18
1,CG,CGO,4
1,CG,CO,1
1,CG,G,25
1,CG,H,35
1,CG,HCG,12
1,CG,HCGO,118
1,CG,HO,2
1,CG,O,50
1,CGO,C,3
1,CGO,CG,1
1,CGO,G,8
1,CGO,H,5
1,CGO,HC,2
1,CGO,HCG,5
1,CGO,HCGO,22
1,CGO,O,6
1,CO,C,3
1,CO,CO,1
1,CO,G,1
1,CO,H,2
1,CO,HCG,1
1,CO,HCGO,11
1,CO,HG,1
1,CO,O,5
1,G,C,387
1,G,CG,22
1,G,CGO,4
1,G,CO,6
1,G,G,486
1,G,GO,7
1,G,H,373
1,G,HC,123
1,G,HCG,413
1,G,HCGO,2172
1,G,HCO,14
1,G,HG,12
1,G,HGO,12
1,G,HO,2
1,G,O,987
1,GO,G,5
1,GO,H,2
1,GO,HC,1
1,GO,HCG,4
1,GO,HCGO,17
1,GO,HCO,2
1,GO,O,7
1,H,C,390
1,H,CG,29
1,H,CGO,5
1,H,CO,4
1,H,G,382
1,H,GO,2
1,H,H,360
1,H,HC,66
1,H,HCG,351
1,H,HCGO,1924
1,H,HCO,6
1,H,HG,17
1,H,HGO,6
1,H,HO,1
1,H,O,791
1,HC,C,71
1,HC,CGO,1
1,HC,CO,1
1,HC,G,139
1,HC,GO,6
1,HC,H,83
1,HC,HC,42
1,HC,HCG,76
1,HC,HCGO,424
1,HC,HCO,1
1,HC,HGO,1
1,HC,HO,1
1,HC,O,221
1,HCG,C,333
1,HCG,CG,22
1,HCG,CGO,6
1,HCG,CO,6
1,HCG,G,464
1,HCG,GO,6
1,HCG,H,363
1,HCG,HC,93
1,HCG,HCG,491
1,HCG,HCGO,1961
1,HCG,HCO,5
1,HCG,HG,17
1,HCG,HGO,3
1,HCG,HO,1
1,HCG,O,890
1,HCGO,C,1839
1,HCGO,CG,116
1,HCGO,CGO,22
1,HCGO,CO,11
1,HCGO,G,2178
1,HCGO,GO,21
1,HCGO,H,1809
1,HCGO,HC,436
1,HCGO,HCG,1893
1,HCGO,HCGO,10198
1,HCGO,HCO,27
1,HCGO,HG,111
1,HCGO,HGO,23
1,HCGO,HO,14
1,HCGO,O,4282
1,HCO,C,2
1,HCO,CG,1
1,HCO,G,8
1,HCO,H,14
1,HCO,HC,5
1,HCO,HCG,12
1,HCO,HCGO,29
1,HCO,O,9
1,HG,C,43
1,HG,CO,1
1,HG,G,26
1,HG,H,24
1,HG,HCG,16
1,HG,HCGO,127
1,HG,HG,16
1,HG,HGO,2
1,HG,O,45
1,HGO,C,5
1,HGO,G,5
1,HGO,H,8
1,HGO,HCG,4
1,HGO,HCGO,30
1,HGO,O,12
1,HO,C,1
1,HO,G,3
1,HO,H,5
1,HO,HCG,1
1,HO,HCGO,12
1,HO,HO,2
1,HO,O,8
1,O,C,821
1,O,CG,57
1,O,CGO,12
1,O,CO,1
1,O,G,980
1,O,GO,6
1,O,H,824
1,O,HC,207
1,O,HCG,915
1,O,HCGO,4390
1,O,HCO,14
1,O,HG,51
1,O,HGO,12
1,O,HO,3
1,O,O,1915
100000,C,C,336
100000,C,CG,20
100000,C,CGO,4
100000,C,CO,3
100000,C,G,379
100000,C,GO,5
