distance,from,to,n
1,C,C,317
1,C,CG,9
1,C,CGO,4
1,C,CO,2
1,C,G,364
1,C,GO,4
1,C,H,327
1,C,HC,96
1,C,HCG,324
1,C,HCGO,1756
1,C,HCO,6
1,C,HG,22
1,C,HGO,6
1,C,HO,1
1,C,O,755
1,CG,C,26
1,CG,CG,5
1,CG,CGO,1
1,CG,G,14
1,CG,H,25
1,CG,HC,1
1,CG,HCG,10
1,CG,HCGO,107
1,CG,HG,2
1,CG,O,40
1,CGO,C,2
1,CGO,CG,1
1,CGO,CO,1
1,CGO,G,6
1,CGO,H,1
1,CGO,HC,2
1,CGO,HCG,2
1,CGO,HCGO,18
1,CGO,HGO,1
1,CGO,O,10
1,CO,C,2
1,CO,G,3
1,CO,H,2
1,CO,HC,2
1,CO,HCG,1
1,CO,HCGO,11
1,CO,O,1
1,G,C,364
1,G,CG,19
1,G,CGO,7
1,G,CO,4
1,G,G,492
1,G,GO,10
1,G,H,355
1,G,HC,170
1,G,HCG,452
1,G,HCGO,2193
1,G,HCO,15
1,G,HG,18
1,G,HGO,6
1,G,HO,2
1,G,O,998
1,GO,C,4
1,GO,G,8
1,GO,GO,1
1,GO,H,5
1,GO,HC,3
1,GO,HCG,5
1,GO,HCGO,26
1,GO,HG,1
1,GO,O,10
1,H,C,308
1,H,CG,25
1,H,CGO,6
1,H,CO,5
1,H,G,362
1,H,GO,3
1,H,H,335
1,H,HC,73
1,H,HCG,321
1,H,HCGO,1674
1,H,HCO,3
1,H,HG,12
1,H,HGO,2
1,H,HO,3
1,H,O,774
1,HC,C,84
1,HC,CGO,1
1,HC,G,157
1,HC,H,105
1,HC,HC,82
1,HC,HCG,106
1,HC,HCGO,622
1,HC,HGO,3
1,HC,HO,1
1,HC,O,253
1,HCG,C,305
1,HCG,CG,11
1,HCG,CGO,3
1,HCG,CO,2
1,HCG,G,414
1,HCG,GO,2
1,HCG,H,344
1,HCG,HC,94
1,HCG,HCG,525
1,HCG,HCGO,1984
1,HCG,HCO,3
1,HCG,HG,14
1,HCG,HGO,4
1,HCG,HO,2
1,HCG,O,974
1,HCGO,C,1681
1,HCGO,CG,85
1,HCGO,CGO,22
1,HCGO,CO,10
1,HCGO,G,2179
1,HCGO,GO,25
1,HCGO,H,1752
1,HCGO,HC,641
1,HCGO,HCG,2029
1,HCGO,HCGO,10185
1,HCGO,HCO,29
1,HCGO,HG,75
1,HCGO,HGO,20
1,HCGO,HO,13
1,HCGO,O,4285
1,HCO,C,9
1,HCO,G,7
1,HCO,H,8
1,HCO,HC,3
1,HCO,HCG,8
1,HCO,HCGO,30
1,HCO,HCO,1
1,HCO,O,11
1,HG,C,25
1,HG,CO,1
1,HG,G,18
1,HG,H,14
1,HG,HCG,10
1,HG,HCGO,78
1,HG,HG,9
1,HG,O,29
1,HGO,C,3
1,HGO,G,4
1,HGO,H,7
1,HGO,HC,2
1,HGO,HCG,4
1,HGO,HCGO,20
1,HGO,O,11
1,HO,C,2
1,HO,G,2
1,HO,H,3
1,HO,HCG,3
1,HO,HCGO,8
1,HO,HG,1
1,HO,O,3
1,O,C,739
1,O,CG,46
1,O,CGO,10
1,O,CO,8
1,O,G,961
1,O,GO,10
1,O,H,699
1,O,HC,259
1,O,HCG,924
1,O,HCGO,4412
1,O,HCO,8
1,O,HG,34
1,O,HGO,8
1,O,HO,7
1,O,O,1981
100000,C,C,295
100000,C,CG,16
100000,C,CGO,2
100000,C,CO,1
100000,C,G,386
100000,C,GO,8
100000,C,H,337
100000,C,HC,111
100000,C,HCG,344
100000,C,HCGO,1707
100000,C,HCO,6
100000,C,HG,16
100000,C,HGO,3
100000,C,HO,3
100000,C,O,687
100000,CG,C,11
100000,CG,CG,1
100000,CG,CGO,1
100000,CG,CO,1
100000,CG,G,14
100000,CG,H,12
100000,CG,HC,7
100000,CG,HCG,15
100000,CG,HCGO,85
100000,CG,HCO,2
100000,CG,HG,2
100000,CG,O,28
100000,CGO,C,6
100000,CGO,G,2
100000,CGO,H,1
100000,CGO,HC,1
100000,CGO,HCG,4
100000,CGO,HCGO,15
100000,CGO,O,8
100000,CO,C,2
100000,CO,G,3
100000,CO,HCG,1
100000,CO,HCGO,9
100000,CO,O,1
100000,G,C,359
100000,G,CG,17
100000,G,CGO,8
100000,G,CO,3
100000,G,G,491
100000,G,GO,6
100000,G,H,355
