distance,from,to,n
1,C,C,318
1,C,CG,10
1,C,CGO,1
1,C,CO,3
1,C,G,361
1,C,GO,4
1,C,H,302
1,C,HC,79
1,C,HCG,341
1,C,HCGO,1665
1,C,HCO,5
1,C,HG,26
1,C,HGO,3
1,C,HO,3
1,C,O,798
1,CG,C,20
1,CG,CG,6
1,CG,G,16
1,CG,H,26
1,CG,HCG,13
1,CG,HCGO,79
1,CG,HO,1
1,CG,O,38
1,CGO,C,4
1,CGO,G,14
1,CGO,H,4
1,CGO,HC,5
1,CGO,HCG,4
1,CGO,HCGO,23
1,CGO,HCO,1
1,CGO,O,5
1,CO,C,2
1,CO,CO,1
1,CO,G,3
1,CO,H,1
1,CO,HC,1
1,CO,HCG,2
1,CO,HCGO,13
1,CO,HG,1
1,CO,O,8
1,G,C,408
1,G,CG,17
1,G,CGO,8
1,G,CO,1
1,G,G,515
1,G,GO,5
1,G,H,349
1,G,HC,168
1,G,HCG,446
1,G,HCGO,2122
1,G,HCO,15
1,G,HG,18
1,G,HGO,5
1,G,HO,1
1,G,O,1004
1,GO,C,3
1,GO,G,7
1,GO,GO,1
1,GO,H,1
1,GO,HC,1
1,GO,HCG,7
1,GO,HCGO,25
1,GO,O,11
1,H,C,312
1,H,CG,29
1,H,CGO,5
1,H,CO,3
1,H,G,366
1,H,GO,7
1,H,H,283
1,H,HC,86
1,H,HCG,383
1,H,HCGO,1683
1,H,HCO,6
1,H,HG,9
1,H,HGO,2
1,H,HO,4
1,H,O,777
1,HC,C,98
1,HC,CG,1
1,HC,G,153
1,HC,GO,2
1,HC,H,89
1,HC,HC,88
1,HC,HCG,119
1,HC,HCGO,652
1,HC,HCO,4
1,HC,HG,2
1,HC,O,283
1,HCG,C,347
1,HCG,CG,6
1,HCG,CGO,4
1,HCG,CO,1
1,HCG,G,434
1,HCG,GO,3
1,HCG,H,361
1,HCG,HC,95
1,HCG,HCG,452
1,HCG,HCGO,2052
1,HCG,HCO,3
1,HCG,HG,10
1,HCG,HGO,2
1,HCG,HO,1
1,HCG,O,924
1,HCGO,C,1702
1,HCGO,CG,85
1,HCGO,CGO,15
1,HCGO,CO,7
1,HCGO,G,2253
1,HCGO,GO,21
1,HCGO,H,1678
1,HCGO,HC,595
1,HCGO,HCG,2024
1,HCGO,HCGO,9927
1,HCGO,HCO,33
1,HCGO,HG,85
1,HCGO,HGO,22
1,HCGO,HO,6
1,HCGO,O,4351
1,HCO,C,2
1,HCO,CG,1
1,HCO,CGO,1
1,HCO,G,8
1,HCO,GO,1
1,HCO,H,5
1,HCO,HC,5
1,HCO,HCG,6
1,HCO,HCGO,36
1,HCO,HG,1
1,HCO,O,20
1,HG,C,20
1,HG,CO,2
1,HG,G,12
1,HG,H,17
1,HG,HC,1
