distance,from,to,n
1,C,C,353
1,C,CG,18
1,C,CGO,3
1,C,CO,1
1,C,G,398
1,C,GO,2
1,C,H,345
1,C,HC,84
1,C,HCG,339
1,C,HCGO,1812
1,C,HCO,6
1,C,HG,28
1,C,HGO,4
1,C,HO,5
1,C,O,735
1,CG,C,20
1,CG,CG,9
1,CG,G,16
1,CG,H,20
1,CG,HCG,14
1,CG,HCGO,97
1,CG,HG,1
1,CG,O,30
1,CGO,C,6
1,CGO,G,8
1,CGO,H,5
1,CGO,HC,2
1,CGO,HCG,4
1,CGO,HCGO,16
1,CGO,HG,1
1,CGO,O,5
1,CO,C,1
1,CO,G,2
1,CO,H,2
1,CO,HCGO,8
1,CO,HG,1
1,CO,O,5
1,G,C,367
1,G,CG,21
1,G,CGO,5
1,G,CO,2
1,G,G,520
1,G,GO,5
1,G,H,396
1,G,HC,133
1,G,HCG,469
1,G,HCGO,2249
1,G,HCO,10
1,G,HG,22
1,G,HGO,6
1,G,HO,2
1,G,O,1004
1,GO,C,2
1,GO,G,3
1,GO,GO,1
1,GO,H,6
1,GO,HC,3
1,GO,HCG,2
1,GO,HCGO,26
1,GO,O,8
1,H,C,343
1,H,CG,29
1,H,CGO,10
1,H,CO,1
1,H,G,367
1,H,GO,2
1,H,H,333
1,H,HC,68
1,H,HCG,340
1,H,HCGO,1721
1,H,HCO,6
1,H,HG,26
1,H,HGO,3
1,H,HO,2
1,H,O,772
1,HC,C,76
1,HC,CG,1
1,HC,CGO,1
1,HC,G,146
1,HC,GO,5
1,HC,H,77
1,HC,HC,69
1,HC,HCG,100
1,HC,HCGO,558
1,HC,HCO,2
1,HC,HGO,2
1,HC,HO,1
1,HC,O,217
1,HCG,C,341
1,HCG,CG,14
1,HCG,CGO,4
1,HCG,G,440
1,HCG,GO,3
1,HCG,H,349
1,HCG,HC,70
1,HCG,HCG,506
1,HCG,HCGO,2001
1,HCG,HCO,7
1,HCG,HG,20
1,HCG,HGO,5
1,HCG,O,955
1,HCGO,C,1849
1,HCGO,CG,91
