distance,from,to,n
1,C,C,348
1,C,CG,20
1,C,CGO,3
1,C,G,394
1,C,GO,9
1,C,H,344
1,C,HC,70
1,C,HCG,389
1,C,HCGO,1855
1,C,HCO,8
1,C,HG,30
1,C,HGO,4
1,C,O,873
1,CG,C,21
1,CG,CG,12
1,CG,G,29
1,CG,H,37
1,CG,HCG,18
1,CG,HCGO,116
1,CG,HGO,1
1,CG,HO,1
1,CG,O,57
1,CGO,C,2
1,CGO,G,5
1,CGO,H,10
1,CGO,HC,1
1,CGO,HCG,3
1,CGO,HCGO,31
1,CGO,O,9
1,CO,C,2
1,CO,G,2
1,CO,HCGO,17
1,CO,HG,1
1,CO,O,3
1,G,C,443
1,G,CG,17
1,G,CGO,6
1,G,CO,3
1,G,G,529
1,G,GO,3
1,G,H,407
1,G,HC,120
1,G,HCG,427
1,G,HCGO,2206
1,G,HCO,5
1,G,HG,20
1,G,HGO,3
1,G,HO,4
1,G,O,994
1,GO,C,3
1,GO,G,12
1,GO,GO,1
1,GO,H,4
1,GO,HC,7
1,GO,HCG,2
1,GO,HCGO,26
1,GO,O,8
1,H,C,340
1,H,CG,28
1,H,CGO,1
1,H,CO,1
1,H,G,411
1,H,GO,4
1,H,H,362
1,H,HC,68
1,H,HCG,392
1,H,HCGO,1846
1,H,HCO,3
1,H,HG,26
1,H,HGO,2
1,H,HO,4
1,H,O,820
1,HC,C,81
1,HC,CG,1
1,HC,G,129
1,HC,GO,3
1,HC,H,80
1,HC,HC,55
1,HC,HCG,66
1,HC,HCGO,521
1,HC,HCO,1
1,HC,HGO,3
1,HC,O,188
1,HCG,C,342
1,HCG,CG,11
1,HCG,CO,1
1,HCG,G,423
1,HCG,GO,3
1,HCG,H,349
1,HCG,HC,83
1,HCG,HCG,479
1,HCG,HCGO,2037
1,HCG,HCO,3
1,HCG,HG,21
1,HCG,HGO,3
1,HCG,HO,1
1,HCG,O,947
1,HCGO,C,1912
1,HCGO,CG,124
1,HCGO,CGO,25
1,HCGO,CO,10
1,HCGO,G,2190
1,HCGO,GO,18
1,HCGO,H,1897
1,HCGO,HC,457
1,HCGO,HCG,2034
1,HCGO,HCGO,10106
1,HCGO,HCO,26
1,HCGO,HG,112
1,HCGO,HGO,25
1,HCGO,HO,13
1,HCGO,O,4366
1,HCO,C,5
1,HCO,G,10
1,HCO,H,5
1,HCO,HC,3
1,HCO,HCG,7
1,HCO,HCGO,30
1,HCO,HCO,2
1,HCO,O,11
1,HG,C,31
1,HG,CG,1
1,HG,CO,1
1,HG,G,20
1,HG,H,26
1,HG,HCG,21
1,HG,HCGO,119
1,HG,HG,10
1,HG,HGO,1
1,HG,O,50
1,HGO,C,2
1,HGO,CG,1
1,HGO,G,7
1,HGO,H,4
1,HGO,HC,3
1,HGO,HCG,4
1,HGO,HCGO,24
1,HGO,O,12
1,HO,C,2
1,HO,CG,1
1,HO,G,1
1,HO,H,1
1,HO,HCG,4
1,HO,HCGO,12
1,HO,HGO,1
1,HO,O,2
1,O,C,790
1,O,CG,56
1,O,CGO,9
1,O,CO,6
1,O,G,961
1,O,GO,11
1,O,H,808
1,O,HC,211
1,O,HCG,910
1,O,HCGO,4342
1,O,HCO,10
1,O,HG,59
1,O,HGO,5
1,O,HO,4
1,O,O,1938
100000,C,C,350
100000,C,CG,12
100000,C,CGO,4
100000,C,CO,1
100000,C,G,421
100000,C,GO,4
100000,C,H,309
100000,C,HC,66
100000,C,HCG,403
100000,C,HCGO,1865
100000,C,HCO,6
100000,C,HG,15
100000,C,HGO,5
100000,C,HO,4
100000,C,O,759
100000,CG,C,15
100000,CG,CG,2
100000,CG,CO,1
100000,CG,G,24
100000,CG,H,14
100000,CG,HC,8
100000,CG,HCG,17
100000,CG,HCGO,106
100000,CG,O,52
100000,CGO,C,6
100000,CGO,G,3
100000,CGO,GO,1
100000,CGO,H,3
100000,CGO,HC,2
100000,CGO,HCG,5
100000,CGO,HCGO,22
100000,CGO,O,7
100000,CO,C,3
100000,CO,G,4
100000,CO,H,1
100000,CO,HCG,2
100000,CO,HCGO,8
100000,CO,HG,1
100000,CO,O,6
100000,G,C,403
100000,G,CG,30
100000,G,CGO,5
100000,G,CO,3
100000,G,G,486
100000,G,GO,4
100000,G,H,351
100000,G,HC,107
100000,G,HCG,456
100000,G,HCGO,2166
100000,G,HCO,4
100000,G,HG,24
100000,G,HGO,5
100000,G,HO,5
100000,G,O,1017
100000,GO,C,3
100000,GO,G,4
100000,GO,H,3
100000,GO,HC,1
100000,GO,HCG,5
100000,GO,HCGO,23
100000,GO,O,11
100000,H,C,346
100000,H,CG,25
100000,H,CO,2
100000,H,G,401
100000,H,GO,3
100000,H,H,331
100000,H,HC,99
100000,H,HCG,374
100000,H,HCGO,1795
100000,H,HCO,5
100000,H,HG,18
100000,H,HGO,8
100000,H,HO,2
100000,H,O,741
100000,HC,C,83
100000,HC,CG,3
100000,HC,CGO,4
100000,HC,G,96
100000,HC,GO,2
100000,HC,H,72
100000,HC,HC,26
100000,HC,HCG,94
100000,HC,HCGO,382
100000,HC,HG,6
100000,HC,O,206
100000,HCG,C,355
100000,HCG,CG,9
100000,HCG,CGO,10
100000,HCG,G,423
100000,HCG,GO,5
100000,HCG,H,334
100000,HCG,HC,95
100000,HCG,HCG,419
100000,HCG,HCGO,1978
100000,HCG,HCO,8
100000,HCG,HG,22
100000,HCG,HGO,5
100000,HCG,HO,1
100000,HCG,O,869
100000,HCGO,C,1887
100000,HCGO,CG,109
100000,HCGO,CGO,10
100000,HCGO,CO,11
100000,HCGO,G,2202
100000,HCGO,GO,18
100000,HCGO,H,1746
100000,HCGO,HC,435
100000,HCGO,HCG,1960
100000,HCGO,HCGO,9936
100000,HCGO,HCO,24
100000,HCGO,HG,87
100000,HCGO,HGO,24
100000,HCGO,HO,18
100000,HCGO,O,4482
100000,HCO,C,6
100000,HCO,G,11
100000,HCO,H,8
100000,HCO,HC,1
100000,HCO,HCG,4
100000,HCO,HCGO,40
100000,HCO,HCO,1
100000,HCO,HG,1
100000,HCO,O,18
100000,HG,C,18
100000,HG,CG,1
100000,HG,CGO,1
100000,HG,G,25
100000,HG,H,11
100000,HG,HC,6
100000,HG,HCG,21
100000,HG,HCGO,111
100000,HG,HCO,1
100000,HG,HO,1
100000,HG,O,49
100000,HGO,C,2
100000,HGO,G,6
100000,HGO,H,6
100000,HGO,HC,2
100000,HGO,HCG,4
100000,HGO,HCGO,21
100000,HGO,O,10
100000,HO,C,1
100000,HO,G,2
100000,HO,H,2
100000,HO,HC,1
100000,HO,HCG,4
100000,HO,HCGO,18
100000,HO,HG,1
100000,HO,O,6
100000,O,C,853
100000,O,CG,40
100000,O,CGO,6
100000,O,CO,5
100000,O,G,959
100000,O,GO,7
100000,O,H,768
100000,O,HC,188
100000,O,HCG,929
100000,O,HCGO,4289
100000,O,HCO,22
100000,O,HG,41
100000,O,HGO,8
100000,O,HO,4
100000,O,O,1959
11,C,C,349
11,C,CG,27
11,C,CGO,4
11,C,CO,6
11,C,G,426
11,C,GO,3
11,C,H,349
11,C,HC,75
11,C,HCG,404
11,C,HCGO,1838
11,C,HCO,3
11,C,HG,23
11,C,HGO,5
11,C,O,837
11,CG,C,17
11,CG,CG,17
11,CG,G,15
11,CG,H,50
11,CG,HCG,15
11,CG,HCGO,116
11,CG,HCO,1
11,CG,HGO,1
11,CG,HO,1
11,CG,O,41
11,CGO,C,2
11,CGO,CG,1
11,CGO,G,4
11,CGO,H,11
11,CGO,HCG,5
11,CGO,HCGO,21
11,CGO,O,7
11,CO,C,3
11,CO,G,2
11,CO,H,5
11,CO,HC,1
11,CO,HCG,2
11,CO,HCGO,16
11,CO,HG,1
11,CO,O,4
11,G,C,398
11,G,CG,33
11,G,CGO,4
11,G,CO,2
11,G,G,497
11,G,GO,10
11,G,H,395
11,G,HC,142
11,G,HCG,433
11,G,HCGO,2234
11,G,HCO,13
11,G,HG,15
11,G,HGO,5
11,G,O,957
11,GO,C,4
11,GO,G,10
11,GO,H,1
11,GO,HC,3
11,GO,HCG,3
11,GO,HCGO,26
11,GO,HG,1
11,GO,O,9
11,H,C,372
11,H,CG,37
11,H,CGO,5
11,H,G,404
11,H,GO,3
11,H,H,368
11,H,HC,90
11,H,HCG,361
11,H,HCGO,1919
11,H,HCO,7
11,H,HG,25
11,H,HGO,4
11,H,O,765
11,HC,C,94
11,HC,CGO,1
11,HC,G,111
11,HC,GO,2
11,HC,H,70
11,HC,HC,46
11,HC,HCG,82
11,HC,HCGO,473
11,HC,HCO,1
11,HC,HO,2
11,HC,O,209
11,HCG,C,364
11,HCG,CG,22
11,HCG,CGO,7
11,HCG,CO,1
11,HCG,G,401
11,HCG,GO,3
11,HCG,H,343
11,HCG,HC,68
11,HCG,HCG,487
11,HCG,HCGO,2011
11,HCG,HCO,8
11,HCG,HG,19
11,HCG,HGO,5
11,HCG,HO,1
11,HCG,O,926
11,HCGO,C,1839
11,HCGO,CG,107
11,HCGO,CGO,21
11,HCGO,CO,14
11,HCGO,G,2216
11,HCGO,GO,23
11,HCGO,H,1786
11,HCGO,HC,472
11,HCGO,HCG,1951
11,HCGO,HCGO,10111
11,HCGO,HCO,40
11,HCGO,HG,116
11,HCGO,HGO,20
11,HCGO,HO,9
11,HCGO,O,4301
11,HCO,C,9
11,HCO,G,10
11,HCO,H,4
11,HCO,HC,3
11,HCO,HCG,6
11,HCO,HCGO,20
11,HCO,HCO,1
11,HCO,O,14
11,HG,C,29
11,HG,G,27
11,HG,H,22
11,HG,HCG,15
11,HG,HCGO,120
11,HG,HG,9
11,HG,O,46
11,HGO,C,2
11,HGO,G,7
11,HGO,H,3
11,HGO,HCG,6
11,HGO,HCGO,28
11,HGO,O,7
11,HO,C,1
11,HO,CG,1
11,HO,G,5
11,HO,H,4
11,HO,HCG,3
11,HO,HCGO,20
11,HO,HO,1
11,HO,O,6
11,O,C,782
11,O,CG,41
11,O,CGO,10
11,O,CO,6
11,O,G,925
11,O,GO,16
11,O,H,821
11,O,HC,205
11,O,HCG,957
11,O,HCGO,4378
11,O,HCO,22
11,O,HG,31
11,O,HGO,13
11,O,HO,8
11,O,O,1923
117,C,C,355
117,C,CG,16
117,C,CGO,7
117,C,CO,3
117,C,G,395
117,C,GO,6
117,C,H,359
117,C,HC,72
117,C,HCG,378
117,C,HCGO,1937
117,C,HCO,4
117,C,HG,30
117,C,HGO,2
117,C,HO,3
117,C,O,830
117,CG,C,18
117,CG,CG,9
117,CG,CGO,1
117,CG,G,27
