distance,from,to,n
1,C,C,359
1,C,CG,25
1,C,CGO,4
1,C,CO,5
1,C,G,371
1,C,GO,3
1,C,H,356
1,C,HC,75
1,C,HCG,364
1,C,HCGO,1850
1,C,HCO,4
1,C,HG,24
1,C,HGO,4
1,C,HO,3
1,C,O,799
1,CG,C,22
1,CG,CG,11
1,CG,CGO,1
1,CG,G,23
1,CG,H,41
1,CG,HC,1
1,CG,HCG,20
1,CG,HCGO,119
1,CG,HG,1
1,CG,HO,2
1,CG,O,46
1,CGO,C,3
1,CGO,CG,1
1,CGO,G,3
1,CGO,H,5
1,CGO,HC,1
1,CGO,HCG,5
1,CGO,HCGO,23
1,CGO,O,19
1,CO,C,1
1,CO,G,4
1,CO,HCG,1
1,CO,HCGO,15
1,CO,HG,1
1,CO,O,3
1,G,C,382
1,G,CG,29
1,G,CGO,7
1,G,G,540
1,G,GO,3
1,G,H,371
1,G,HC,125
1,G,HCG,433
1,G,HCGO,2174
1,G,HCO,7
1,G,HG,13
1,G,HGO,2
1,G,O,975
1,GO,C,2
1,GO,G,4
1,GO,H,5
1,GO,HC,5
1,GO,HCG,2
1,GO,HCGO,18
1,GO,O,9
1,H,C,332
1,H,CG,32
1,H,CGO,5
1,H,CO,2
1,H,G,390
1,H,GO,7
1,H,H,413
1,H,HC,69
1,H,HCG,356
1,H,HCGO,1775
1,H,HCO,9
1,H,HG,15
1,H,HGO,6
1,H,O,793
1,HC,C,65
1,HC,CO,1
1,HC,G,129
1,HC,GO,3
1,HC,H,61
1,HC,HC,64
1,HC,HCG,78
1,HC,HCGO,489
1,HC,HCO,2
1,HC,O,196
1,HCG,C,355
1,HCG,CG,17
1,HCG,CGO,4
1,HCG,CO,3
1,HCG,G,436
1,HCG,GO,4
1,HCG,H,373
1,HCG,HC,80
1,HCG,HCG,481
1,HCG,HCGO,2084
1,HCG,HCO,9
1,HCG,HG,19
1,HCG,HGO,5
1,HCG,HO,2
1,HCG,O,927
1,HCGO,C,1844
1,HCGO,CG,129
1,HCGO,CGO,32
1,HCGO,CO,8
1,HCGO,G,2201
1,HCGO,GO,25
1,HCGO,H,1844
1,HCGO,HC,464
1,HCGO,HCG,1950
1,HCGO,HCGO,10170
1,HCGO,HCO,35
1,HCGO,HG,104
1,HCGO,HGO,29
1,HCGO,HO,13
1,HCGO,O,4314
1,HCO,C,7
1,HCO,G,12
1,HCO,H,6
1,HCO,HC,2
1,HCO,HCG,3
1,HCO,HCGO,33
1,HCO,HCO,1
1,HCO,O,12
1,HG,C,32
1,HG,CG,2
1,HG,G,11
1,HG,H,24
1,HG,HC,2
1,HG,HCG,23
1,HG,HCGO,105
1,HG,HG,7
1,HG,HGO,1
1,HG,O,45
1,HGO,C,7
1,HGO,G,7
1,HGO,H,7
1,HGO,HC,1
1,HGO,HCG,1
1,HGO,HCGO,26
1,HGO,O,9
1,HO,C,5
1,HO,G,3
1,HO,H,4
1,HO,HC,1
1,HO,HCG,2
1,HO,HCGO,16
1,HO,HG,1
1,HO,HO,1
1,HO,O,9
1,O,C,824
1,O,CG,42
1,O,CGO,10
1,O,CO,1
1,O,G,961
1,O,GO,9
1,O,H,815
1,O,HC,188
1,O,HCG,922
1,O,HCGO,4290
1,O,HCO,12
1,O,HG,48
1,O,HGO,5
1,O,HO,6
1,O,O,1959
100000,C,C,320
100000,C,CG,17
100000,C,CGO,1
100000,C,CO,2
100000,C,G,430
100000,C,GO,4
100000,C,H,338
100000,C,HC,63
100000,C,HCG,372
100000,C,HCGO,1813
100000,C,HCO,8
100000,C,HG,23
100000,C,HGO,7
100000,C,HO,1
100000,C,O,782
100000,CG,C,15
100000,CG,CG,1
100000,CG,G,15
100000,CG,H,22
100000,CG,HC,4
100000,CG,HCG,25
100000,CG,HCGO,120
100000,CG,HCO,1
100000,CG,O,46
100000,CGO,C,2
100000,CGO,G,8
100000,CGO,H,2
100000,CGO,HCG,2
100000,CGO,HCGO,19
100000,CGO,O,13
100000,CO,C,3
100000,CO,G,4
100000,CO,H,2
100000,CO,HC,1
100000,CO,HCG,4
100000,CO,HCGO,15
100000,CO,HCO,1
100000,CO,O,2
100000,G,C,397
100000,G,CG,16
100000,G,CGO,2
100000,G,CO,2
100000,G,G,458
100000,G,GO,5
100000,G,H,389
100000,G,HC,87
100000,G,HCG,434
100000,G,HCGO,2201
100000,G,HCO,6
100000,G,HG,22
100000,G,HGO,6
100000,G,HO,4
100000,G,O,955
100000,GO,C,4
100000,GO,CO,1
100000,GO,G,6
100000,GO,H,3
100000,GO,HC,1
100000,GO,HCG,6
100000,GO,HCGO,22
100000,GO,HG,1
100000,GO,O,17
100000,H,C,387
100000,H,CG,19
100000,H,CGO,3
100000,H,CO,3
100000,H,G,438
100000,H,GO,5
100000,H,H,328
100000,H,HC,74
100000,H,HCG,380
100000,H,HCGO,1829
100000,H,HCO,2
100000,H,HG,24
100000,H,HGO,5
100000,H,HO,2
100000,H,O,798
100000,HC,C,87
100000,HC,CG,4
100000,HC,CGO,1
100000,HC,G,96
100000,HC,H,89
100000,HC,HC,19
100000,HC,HCG,91
100000,HC,HCGO,490
100000,HC,HCO,1
100000,HC,HG,7
100000,HC,HGO,3
100000,HC,O,191
100000,HCG,C,379
100000,HCG,CG,17
100000,HCG,CGO,6
100000,HCG,CO,3
100000,HCG,G,438
100000,HCG,GO,2
100000,HCG,H,404
100000,HCG,HC,82
100000,HCG,HCG,402
100000,HCG,HCGO,2016
100000,HCG,HCO,4
100000,HCG,HG,25
100000,HCG,HGO,4
100000,HCG,HO,3
100000,HCG,O,836
100000,HCGO,C,1785
100000,HCGO,CG,118
100000,HCGO,CGO,21
100000,HCGO,CO,13
100000,HCGO,G,2212
100000,HCGO,GO,13
100000,HCGO,H,1779
100000,HCGO,HC,476
100000,HCGO,HCG,1984
100000,HCGO,HCGO,10044
100000,HCGO,HCO,21
100000,HCGO,HG,122
100000,HCGO,HGO,20
100000,HCGO,HO,10
100000,HCGO,O,4308
100000,HCO,C,4
100000,HCO,G,5
100000,HCO,H,4
100000,HCO,HCG,5
100000,HCO,HCGO,38
100000,HCO,HG,1
100000,HCO,O,8
100000,HG,C,21
100000,HG,CG,1
100000,HG,CGO,1
100000,HG,G,24
100000,HG,H,26
100000,HG,HC,4
100000,HG,HCG,29
100000,HG,HCGO,97
100000,HG,HG,1
100000,HG,O,40
100000,HGO,C,8
100000,HGO,G,7
100000,HGO,H,7
100000,HGO,HCG,3
100000,HGO,HCGO,20
100000,HGO,O,11
100000,HO,C,3
100000,HO,G,1
100000,HO,H,1
100000,HO,HCG,2
100000,HO,HCGO,13
100000,HO,O,6
100000,O,C,855
100000,O,CG,53
100000,O,CGO,8
100000,O,CO,4
100000,O,G,966
100000,O,GO,6
100000,O,H,821
100000,O,HC,186
100000,O,HCG,913
100000,O,HCGO,4377
100000,O,HCO,10
100000,O,HG,62
100000,O,HGO,7
100000,O,HO,4
100000,O,O,1875
11,C,C,319
11,C,CG,22
11,C,CGO,4
11,C,CO,1
11,C,G,393
11,C,GO,4
11,C,H,337
11,C,HC,64
11,C,HCG,381
11,C,HCGO,1777
11,C,HCO,3
11,C,HG,35
11,C,HGO,7
11,C,HO,2
11,C,O,809
11,CG,C,24
11,CG,CG,16
11,CG,CGO,1
11,CG,G,21
11,CG,H,24
11,CG,HCG,24
11,CG,HCGO,138
11,CG,HCO,1
11,CG,HG,1
11,CG,HO,2
11,CG,O,53
11,CGO,C,6
11,CGO,G,3
11,CGO,H,5
11,CGO,HCG,2
11,CGO,HCGO,31
11,CGO,O,9
11,CO,C,6
11,CO,CO,1
11,CO,G,3
11,CO,H,3
11,CO,HCG,2
11,CO,HCGO,13
11,CO,HG,1
11,CO,O,7
11,G,C,434
11,G,CG,24
11,G,CGO,6
11,G,CO,5
11,G,G,498
11,G,GO,4
11,G,H,419
11,G,HC,114
11,G,HCG,433
11,G,HCGO,2226
11,G,HCO,7
11,G,HG,18
11,G,HGO,6
11,G,HO,4
11,G,O,977
11,GO,C,8
11,GO,G,7
11,GO,H,3
11,GO,HC,2
11,GO,HCG,3
11,GO,HCGO,23
11,GO,O,11
11,H,C,332
11,H,CG,32
11,H,CGO,2
11,H,CO,1
11,H,G,385
11,H,GO,1
11,H,H,393
11,H,HC,94
11,H,HCG,358
11,H,HCGO,1805
11,H,HCO,6
11,H,HG,16
11,H,HGO,5
11,H,HO,2
11,H,O,814
11,HC,C,61
11,HC,CG,1
11,HC,CGO,1
11,HC,G,128
11,HC,H,77
11,HC,HC,55
11,HC,HCG,73
11,HC,HCGO,430
11,HC,HCO,5
11,HC,HG,3
11,HC,O,192
11,HCG,C,376
11,HCG,CG,21
11,HCG,CGO,5
11,HCG,CO,1
11,HCG,G,414
11,HCG,GO,2
11,HCG,H,407
11,HCG,HC,80
11,HCG,HCG,456
11,HCG,HCGO,1896
11,HCG,HCO,1
11,HCG,HG,23
11,HCG,O,902
11,HCGO,C,1835
11,HCGO,CG,110
11,HCGO,CGO,23
11,HCGO,CO,10
11,HCGO,G,2209
11,HCGO,GO,17
11,HCGO,H,1839
11,HCGO,HC,467
11,HCGO,HCG,1976
11,HCGO,HCGO,10175
11,HCGO,HCO,27
11,HCGO,HG,101
11,HCGO,HGO,24
11,HCGO,HO,9
11,HCGO,O,4350
11,HCO,C,4
11,HCO,G,6
11,HCO,H,3
11,HCO,HC,2
11,HCO,HCG,2
11,HCO,HCGO,29
11,HCO,HCO,1
11,HCO,HG,2
11,HCO,O,12
11,HG,C,35
