distance,from,to,n
1,C,C,285
1,C,CG,17
1,C,CGO,1
1,C,CO,2
1,C,G,384
1,C,GO,5
1,C,H,313
1,C,HC,100
1,C,HCG,347
1,C,HCGO,1703
1,C,HCO,2
1,C,HG,24
1,C,HGO,8
1,C,HO,1
1,C,O,785
1,CG,C,11
1,CG,CG,9
1,CG,G,16
1,CG,H,24
1,CG,HCG,12
1,CG,HCGO,100
1,CG,O,40
1,CGO,C,1
1,CGO,G,5
1,CGO,H,5
1,CGO,HC,3
1,CGO,HCG,8
1,CGO,HCGO,24
1,CGO,O,11
1,CO,C,4
1,CO,G,1
1,CO,H,3
1,CO,HCG,1
1,CO,HCGO,14
1,CO,O,1
1,G,C,365
1,G,CG,22
1,G,CGO,6
1,G,CO,3
1,G,G,536
1,G,GO,7
1,G,H,359
1,G,HC,176
1,G,HCG,417
1,G,HCGO,2210
1,G,HCO,9
1,G,HG,15
1,G,HGO,4
1,G,O,987
1,GO,C,4
1,GO,G,9
1,GO,GO,1
1,GO,H,1
1,GO,HC,7
1,GO,HCG,4
1,GO,HCGO,18
1,GO,HG,1
1,GO,O,9
1,H,C,309
1,H,CG,27
1,H,CGO,2
1,H,CO,3
1,H,G,364
1,H,GO,4
1,H,H,276
1,H,HC,93
1,H,HCG,333
1,H,HCGO,1699
1,H,HCO,6
1,H,HG,15
1,H,HGO,2
1,H,O,756
1,HC,C,91
1,HC,CGO,2
1,HC,CO,2
1,HC,G,150
1,HC,GO,3
1,HC,H,71
1,HC,HC,74
1,HC,HCG,94
1,HC,HCGO,619
1,HC,HCO,4
1,HC,O,248
1,HCG,C,330
1,HCG,CG,14
1,HCG,CO,2
1,HCG,G,447
1,HCG,GO,2
1,HCG,H,346
1,HCG,HC,106
1,HCG,HCG,483
1,HCG,HCGO,2071
1,HCG,HCO,6
1,HCG,HG,13
1,HCG,HGO,3
1,HCG,HO,3
1,HCG,O,875
1,HCGO,C,1709
1,HCGO,CG,89
1,HCGO,CGO,26
1,HCGO,CO,9
1,HCGO,G,2217
1,HCGO,GO,15
1,HCGO,H,1702
1,HCGO,HC,629
1,HCGO,HCG,2020
1,HCGO,HCGO,10292
1,HCGO,HCO,34
1,HCGO,HG,95
1,HCGO,HGO,21
1,HCGO,HO,7
1,HCGO,O,4373
1,HCO,C,6
1,HCO,G,15
1,HCO,H,3
1,HCO,HC,2
1,HCO,HCG,3
1,HCO,HCGO,32
1,HCO,HG,1
1,HCO,O,11
1,HG,C,25
1,HG,CO,1
1,HG,G,23
1,HG,H,13
1,HG,HCG,11
1,HG,HCGO,96
1,HG,HG,6
1,HG,HGO,1
1,HG,O,38
1,HGO,C,3
1,HGO,CO,1
1,HGO,G,4
1,HGO,H,1
1,HGO,HC,2
1,HGO,HCG,2
1,HGO,HCGO,24
1,HGO,HGO,2
1,HGO,O,7
1,HO,C,1
1,HO,G,1
1,HO,H,2
