distance,from,to,n
1,C,C,270
1,C,CG,16
1,C,CGO,5
1,C,CO,2
1,C,G,344
1,C,GO,3
1,C,H,282
1,C,HC,106
1,C,HCG,324
1,C,HCGO,1566
1,C,HCO,3
1,C,HG,22
1,C,HGO,5
1,C,HO,1
1,C,O,669
1,CG,C,13
1,CG,CG,4
1,CG,G,14
1,CG,H,17
1,CG,HCG,18
1,CG,HCGO,62
1,CG,HO,1
1,CG,O,20
1,CGO,C,6
1,CGO,G,1
1,CGO,H,1
1,CGO,HC,1
1,CGO,HCG,2
1,CGO,HCGO,16
1,CGO,O,7
1,CO,C,1
1,CO,H,1
1,CO,HC,1
1,CO,HCGO,7
1,CO,O,5
1,G,C,328
1,G,CG,12
1,G,CGO,4
1,G,G,502
1,G,GO,7
1,G,H,339
1,G,HC,206
1,G,HCG,459
1,G,HCGO,2304
1,G,HCO,10
1,G,HG,14
1,G,HGO,1
1,G,HO,4
1,G,O,975
1,GO,C,5
1,GO,G,6
1,GO,H,3
1,GO,HC,5
1,GO,HCG,6
1,GO,HCGO,33
1,GO,O,10
1,H,C,246
1,H,CG,21
1,H,CGO,5
1,H,G,361
1,H,GO,7
1,H,H,259
1,H,HC,97
1,H,HCG,348
1,H,HCGO,1599
1,H,HCO,2
1,H,HG,15
1,H,HGO,1
1,H,O,714
1,HC,C,98
1,HC,CGO,1
1,HC,CO,1
1,HC,G,196
1,HC,GO,5
1,HC,H,80
1,HC,HC,104
1,HC,HCG,137
1,HC,HCGO,752
1,HC,HCO,6
1,HC,HGO,1
1,HC,HO,2
1,HC,O,308
1,HCG,C,302
1,HCG,CG,8
1,HCG,CGO,3
1,HCG,G,420
1,HCG,GO,1
1,HCG,H,318
1,HCG,HC,144
1,HCG,HCG,505
1,HCG,HCGO,2080
1,HCG,HCO,6
1,HCG,HG,9
1,HCG,HGO,2
1,HCG,O,876
1,HCGO,C,1535
1,HCGO,CG,63
1,HCGO,CGO,20
1,HCGO,CO,15
1,HCGO,G,2230
1,HCGO,GO,27
