distance,from,to,n
1,C,C,275
1,C,CG,7
1,C,CGO,3
1,C,CO,2
1,C,G,357
1,C,GO,7
1,C,H,274
1,C,HC,109
1,C,HCG,300
1,C,HCGO,1603
1,C,HCO,4
1,C,HG,18
1,C,HGO,5
1,C,O,702
1,CG,C,16
1,CG,CG,8
1,CG,G,16
1,CG,H,19
1,CG,HC,1
1,CG,HCG,16
1,CG,HCGO,51
1,CG,O,29
1,CGO,C,3
1,CGO,CG,1
1,CGO,CGO,1
1,CGO,G,5
1,CGO,H,5
1,CGO,HC,2
1,CGO,HCG,2
1,CGO,HCGO,15
1,CGO,O,6
1,CO,G,2
1,CO,H,1
1,CO,HCGO,9
1,CO,HG,1
1,CO,O,7
1,G,C,363
1,G,CG,13
1,G,CGO,2
1,G,G,523
1,G,GO,6
1,G,H,346
1,G,HC,209
1,G,HCG,432
1,G,HCGO,2275
1,G,HCO,8
1,G,HG,9
1,G,HGO,6
1,G,O,1044
1,GO,C,2
1,GO,G,11
1,GO,H,3
1,GO,HC,4
1,GO,HCG,4
1,GO,HCGO,29
1,GO,O,9
1,H,C,270
1,H,CG,16
1,H,CGO,2
1,H,CO,1
1,H,G,361
1,H,GO,2
1,H,H,243
1,H,HC,113
1,H,HCG,320
1,H,HCGO,1598
1,H,HCO,6
1,H,HG,13
1,H,HGO,1
1,H,HO,1
1,H,O,690
1,HC,C,107
1,HC,CG,3
1,HC,G,215
1,HC,GO,4
1,HC,H,115
1,HC,HC,111
1,HC,HCG,136
1,HC,HCGO,727
1,HC,HCO,6
1,HC,HG,1
1,HC,HGO,2
1,HC,O,323
1,HCG,C,310
1,HCG,CG,12
1,HCG,CGO,2
1,HCG,CO,3
1,HCG,G,475
1,HCG,GO,1
1,HCG,H,313
1,HCG,HC,144
1,HCG,HCG,455
1,HCG,HCGO,1991
1,HCG,HCO,5
1,HCG,HG,9
1,HCG,HGO,5
1,HCG,HO,4
1,HCG,O,932
1,HCGO,C,1547
1,HCGO,CG,80
1,HCGO,CGO,25
1,HCGO,CO,5
1,HCGO,G,2234
1,HCGO,GO,34
1,HCGO,H,1532
1,HCGO,HC,726
1,HCGO,HCG,2000
1,HCGO,HCGO,10251
1,HCGO,HCO,30
1,HCGO,HG,58
1,HCGO,HGO,16
1,HCGO,HO,12
1,HCGO,O,4381
1,HCO,C,6
1,HCO,G,9
1,HCO,H,4
1,HCO,HC,3
1,HCO,HCG,3
1,HCO,HCGO,31
1,HCO,HCO,2
1,HCO,O,9
1,HG,C,22
1,HG,CO,1
1,HG,G,9
1,HG,H,9
1,HG,HCG,6
1,HG,HCGO,58
1,HG,HG,5
1,HG,O,28
1,HGO,C,5
1,HGO,G,4
1,HGO,H,5
1,HGO,HC,1
1,HGO,HCG,6
1,HGO,HCGO,13
1,HGO,O,12
1,HO,C,2
1,HO,H,2
1,HO,HCG,4
1,HO,HCGO,8
1,HO,O,6
1,O,C,662
1,O,CG,30
1,O,CGO,10
1,O,CO,5
1,O,G,1006
1,O,GO,5
1,O,H,679
1,O,HC,334
1,O,HCG,989
1,O,HCGO,4352
1,O,HCO,19
1,O,HG,31
1,O,HGO,7
1,O,HO,1
1,O,O,1994
100000,C,C,234
100000,C,CG,11
100000,C,CGO,5
100000,C,CO,1
100000,C,G,381
100000,C,GO,6
100000,C,H,279
100000,C,HC,119
100000,C,HCG,310
100000,C,HCGO,1529
100000,C,HCO,8
100000,C,HG,8
100000,C,HGO,6
100000,C,HO,1
100000,C,O,714
100000,CG,C,10
100000,CG,CG,1
100000,CG,G,10
100000,CG,H,9
100000,CG,HC,4
100000,CG,HCG,17
100000,CG,HCGO,65
100000,CG,O,37
100000,CGO,C,3
100000,CGO,CGO,1
100000,CGO,G,4
100000,CGO,H,3
100000,CGO,HCG,3
100000,CGO,HCGO,19
100000,CGO,O,4
100000,CO,C,1
100000,CO,G,1
100000,CO,HCG,4
100000,CO,HCGO,7
100000,CO,O,1
100000,G,C,366
100000,G,CG,21
100000,G,CGO,5
100000,G,CO,3
100000,G,G,487
100000,G,GO,7
100000,G,H,315
100000,G,HC,176
100000,G,HCG,483
100000,G,HCGO,2322
100000,G,HCO,12
100000,G,HG,17
100000,G,HGO,6
100000,G,HO,3
100000,G,O,963
100000,GO,C,3
100000,GO,G,3
100000,GO,H,3
100000,GO,HC,4
100000,GO,HCG,6
100000,GO,HCGO,26
100000,GO,O,11
100000,H,C,232
100000,H,CG,13
100000,H,CGO,3
100000,H,CO,1
100000,H,G,327
100000,H,GO,3
100000,H,H,252
100000,H,HC,107
100000,H,HCG,317
100000,H,HCGO,1499
100000,H,HCO,11
100000,H,HG,15
100000,H,HO,1
100000,H,O,709
100000,HC,C,110
100000,HC,CG,3
100000,HC,CGO,4
100000,HC,G,183
100000,HC,GO,6
100000,HC,H,95
100000,HC,HC,54
100000,HC,HCG,161
100000,HC,HCGO,743
100000,HC,HG,7
100000,HC,HGO,1
100000,HC,O,342
100000,HCG,C,288
100000,HCG,CG,9
100000,HCG,CGO,3
100000,HCG,CO,1
100000,HCG,G,476
100000,HCG,GO,4
100000,HCG,H,335
100000,HCG,HC,148
100000,HCG,HCG,395
100000,HCG,HCGO,2107
100000,HCG,HCO,4
100000,HCG,HG,13
100000,HCG,HGO,2
100000,HCG,HO,2
100000,HCG,O,873
100000,HCGO,C,1546
100000,HCGO,CG,66
100000,HCGO,CGO,19
100000,HCGO,CO,10
100000,HCGO,G,2240
100000,HCGO,GO,22
100000,HCGO,H,1541
100000,HCGO,HC,732
100000,HCGO,HCG,2038
100000,HCGO,HCGO,9953
100000,HCGO,HCO,37
100000,HCGO,HG,70
100000,HCGO,HGO,20
100000,HCGO,HO,14
100000,HCGO,O,4337
100000,HCO,C,5
100000,HCO,G,3
100000,HCO,H,8
100000,HCO,HC,1
100000,HCO,HCG,1
100000,HCO,HCGO,42
100000,HCO,O,16
100000,HG,C,8
100000,HG,CGO,1
100000,HG,G,17
100000,HG,H,8
100000,HG,HC,6
100000,HG,HCG,13
100000,HG,HCGO,58
100000,HG,O,26
100000,HGO,C,2
100000,HGO,G,2
100000,HGO,H,3
100000,HGO,HC,1
