distance,from,to,n
1,C,C,281
1,C,CG,19
1,C,CGO,2
1,C,G,395
1,C,GO,3
1,C,H,289
1,C,HC,81
1,C,HCG,325
1,C,HCGO,1583
1,C,HCO,7
1,C,HG,23
1,C,HGO,2
1,C,HO,1
1,C,O,702
1,CG,C,15
1,CG,CG,5
1,CG,G,13
1,CG,H,20
1,CG,HCG,10
1,CG,HCGO,81
1,CG,HGO,1
1,CG,HO,1
1,CG,O,28
1,CGO,C,4
1,CGO,CG,1
1,CGO,CGO,1
1,CGO,G,3
1,CGO,H,3
1,CGO,HCG,2
1,CGO,HCGO,14
1,CGO,O,5
1,CO,C,3
1,CO,CO,1
1,CO,G,3
1,CO,H,1
1,CO,HCG,4
1,CO,HCGO,7
1,CO,HCO,1
1,CO,O,6
1,G,C,330
1,G,CG,18
1,G,CGO,5
1,G,CO,1
1,G,G,513
1,G,GO,8
1,G,H,366
1,G,HC,204
1,G,HCG,448
1,G,HCGO,2252
1,G,HCO,13
1,G,HG,15
1,G,HGO,4
1,G,O,959
1,GO,C,1
1,GO,G,4
1,GO,H,4
1,GO,HC,2
1,GO,HCG,2
1,GO,HCGO,24
1,GO,HG,1
1,GO,O,13
1,H,C,274
1,H,CG,11
1,H,CGO,5
1,H,G,369
1,H,GO,4
1,H,H,284
1,H,HC,90
1,H,HCG,352
1,H,HCGO,1570
1,H,HCO,5
1,H,HG,15
1,H,HGO,2
1,H,HO,4
1,H,O,709
1,HC,C,100
1,HC,G,188
1,HC,GO,3
1,HC,H,100
1,HC,HC,80
1,HC,HCG,118
1,HC,HCGO,732
1,HC,HCO,4
1,HC,HG,1
1,HC,HGO,1
1,HC,O,317
1,HCG,C,340
1,HCG,CG,10
1,HCG,CGO,6
1,HCG,CO,2
1,HCG,G,426
1,HCG,GO,4
1,HCG,H,334
1,HCG,HC,131
1,HCG,HCG,510
1,HCG,HCGO,2061
1,HCG,HCO,6
1,HCG,HG,12
1,HCG,HGO,4
1,HCG,HO,1
1,HCG,O,942
1,HCGO,C,1597
1,HCGO,CG,69
1,HCGO,CGO,32
1,HCGO,CO,7
1,HCGO,G,2197
1,HCGO,GO,23
1,HCGO,H,1695
1,HCGO,HC,701
1,HCGO,HCG,2027
1,HCGO,HCGO,10026
1,HCGO,HCO,36
1,HCGO,HG,71
1,HCGO,HGO,15
1,HCGO,HO,15
1,HCGO,O,4341
1,HCO,C,1
1,HCO,CG,1
1,HCO,G,5
1,HCO,H,7
1,HCO,HC,4
1,HCO,HCG,6
1,HCO,HCGO,43
1,HCO,HCO,1
1,HCO,O,7
1,HG,C,21
1,HG,G,20
1,HG,H,19
1,HG,HCG,10
1,HG,HCGO,81
1,HG,HG,7
1,HG,HGO,1
1,HG,HO,2
1,HG,O,43
1,HGO,C,5
1,HGO,G,7
1,HGO,H,7
1,HGO,HC,1
1,HGO,HCG,2
1,HGO,HCGO,14
1,HGO,HGO,1
1,HGO,O,5
1,HO,C,1
1,HO,CG,3
1,HO,G,1
1,HO,H,1
1,HO,HC,1
1,HO,HCG,2
1,HO,HCGO,17
1,HO,HO,1
1,HO,O,5
1,O,C,726
1,O,CG,30
1,O,CGO,6
1,O,CO,5
1,O,G,1006
1,O,GO,12
1,O,H,708
1,O,HC,329
1,O,HCG,927
1,O,HCGO,4378
1,O,HCO,17
1,O,HG,29
1,O,HGO,7
1,O,HO,5
1,O,O,1976
100000,C,C,270
100000,C,CG,15
100000,C,CGO,6
100000,C,CO,2
100000,C,G,366
100000,C,GO,2
100000,C,H,254
100000,C,HC,118
100000,C,HCG,327
100000,C,HCGO,1601
100000,C,HCO,2
100000,C,HG,12
100000,C,HGO,4
100000,C,HO,1
100000,C,O,700
100000,CG,C,10
100000,CG,CG,2
100000,CG,G,12
100000,CG,H,13
100000,CG,HC,7
100000,CG,HCG,20
100000,CG,HCGO,77
100000,CG,O,25
100000,CGO,C,3
100000,CGO,CG,1
100000,CGO,G,5
100000,CGO,H,6
100000,CGO,HC,1
100000,CGO,HCG,2
100000,CGO,HCGO,17
100000,CGO,HG,1
100000,CGO,O,8
100000,CO,C,2
100000,CO,HC,3
100000,CO,HCG,5
100000,CO,HCGO,9
100000,CO,O,5
100000,G,C,369
100000,G,CG,11
100000,G,CGO,2
100000,G,CO,2
100000,G,G,536
100000,G,GO,6
100000,G,H,389
100000,G,HC,155
100000,G,HCG,451
100000,G,HCGO,2286
100000,G,HCO,8
100000,G,HG,21
100000,G,HGO,4
100000,G,HO,1
100000,G,O,1008
100000,GO,C,1
100000,GO,G,4
100000,GO,H,4
100000,GO,HC,1
100000,GO,HCG,8
100000,GO,HCGO,25
100000,GO,O,13
100000,H,C,251
100000,H,CG,14
100000,H,CGO,6
100000,H,CO,4
100000,H,G,364
100000,H,GO,5
100000,H,H,235
100000,H,HC,122
100000,H,HCG,328
100000,H,HCGO,1618
100000,H,HCO,5
100000,H,HG,13
100000,H,HGO,4
100000,H,HO,3
100000,H,O,732
100000,HC,C,109
100000,HC,CG,6
100000,HC,CGO,1
100000,HC,CO,2
100000,HC,G,130
100000,HC,H,111
100000,HC,HC,54
100000,HC,HCG,152
100000,HC,HCGO,699
100000,HC,HCO,1
100000,HC,HG,7
100000,HC,O,296
100000,HCG,C,330
100000,HCG,CG,18
100000,HCG,CGO,3
100000,HCG,CO,1
100000,HCG,G,501
100000,HCG,GO,2
100000,HCG,H,338
100000,HCG,HC,143
100000,HCG,HCG,404
100000,HCG,HCGO,2036
100000,HCG,HCO,4
100000,HCG,HG,17
100000,HCG,HGO,2
100000,HCG,HO,3
100000,HCG,O,901
100000,HCGO,C,1589
100000,HCGO,CG,59
100000,HCGO,CGO,17
100000,HCGO,CO,15
100000,HCGO,G,2251
100000,HCGO,GO,25
100000,HCGO,H,1602
100000,HCGO,HC,681
100000,HCGO,HCG,2015
100000,HCGO,HCGO,9908
100000,HCGO,HCO,32
100000,HCGO,HG,77
100000,HCGO,HGO,18
100000,HCGO,HO,10
100000,HCGO,O,4331
100000,HCO,C,5
100000,HCO,G,8
100000,HCO,H,9
100000,HCO,HC,1
100000,HCO,HCG,6
100000,HCO,HCGO,32
100000,HCO,O,8
100000,HG,C,11
100000,HG,G,11
100000,HG,H,12
100000,HG,HC,6
100000,HG,HCG,11
100000,HG,HCGO,75
100000,HG,HGO,1
100000,HG,O,39
100000,HGO,G,4
100000,HGO,H,2
100000,HGO,HC,3
100000,HGO,HCG,5
100000,HGO,HCGO,27
100000,HGO,O,7
100000,HO,C,2
100000,HO,G,3
100000,HO,H,6
100000,HO,HC,1
100000,HO,HCG,2
100000,HO,HCGO,8
100000,HO,O,2
100000,O,C,752
100000,O,CG,25
100000,O,CGO,10
100000,O,CO,4
100000,O,G,960
100000,O,GO,14
100000,O,H,702
100000,O,HC,295
100000,O,HCG,942
100000,O,HCGO,4293
100000,O,HCO,14
100000,O,HG,36
100000,O,HGO,12
100000,O,HO,1
100000,O,O,1962
11,C,C,282
11,C,CG,18
11,C,CGO,1
11,C,CO,2
11,C,G,384
11,C,GO,4
11,C,H,280
11,C,HC,105
11,C,HCG,295
11,C,HCGO,1571
11,C,HCO,6
11,C,HG,18
11,C,HGO,5
11,C,HO,1
11,C,O,662
11,CG,C,9
11,CG,CG,13
11,CG,G,23
11,CG,H,25
11,CG,HC,1
11,CG,HCG,10
11,CG,HCGO,63
11,CG,O,33
11,CGO,C,6
11,CGO,CO,1
11,CGO,G,4
11,CGO,H,4
11,CGO,HC,2
11,CGO,HCG,4
11,CGO,HCGO,21
11,CGO,O,4
11,CO,C,2
11,CO,G,2
11,CO,H,4
11,CO,HCG,4
11,CO,HCGO,11
11,CO,O,9
11,G,C,382
11,G,CG,13
11,G,CGO,8
11,G,G,508
11,G,GO,7
11,G,H,349
11,G,HC,212
11,G,HCG,439
11,G,HCGO,2234
11,G,HCO,9
11,G,HG,16
11,G,HGO,3
11,G,HO,2
11,G,O,978
11,GO,C,6
11,GO,G,4
11,GO,H,6
11,GO,HC,4
11,GO,HCG,2
11,GO,HCGO,26
11,GO,O,11
11,H,C,301
11,H,CG,13
11,H,CGO,1
11,H,CO,2
11,H,G,389
11,H,GO,5
11,H,H,320
11,H,HC,95
11,H,HCG,350
11,H,HCGO,1600
11,H,HCO,6
11,H,HG,18
11,H,HGO,4
11,H,O,668
11,HC,C,113
11,HC,CGO,1
11,HC,G,211
11,HC,GO,1
11,HC,H,101
11,HC,HC,89
11,HC,HCG,101
11,HC,HCGO,710
11,HC,HCO,2
11,HC,HG,2
11,HC,HO,1
11,HC,O,301
11,HCG,C,326
11,HCG,CG,8
11,HCG,CGO,5
11,HCG,G,387
11,HCG,GO,6
11,HCG,H,343
11,HCG,HC,105
11,HCG,HCG,487
11,HCG,HCGO,2030
11,HCG,HCO,3
11,HCG,HG,14
11,HCG,HGO,1
11,HCG,HO,1
11,HCG,O,977
11,HCGO,C,1663
11,HCGO,CG,69
11,HCGO,CGO,29
11,HCGO,CO,12
11,HCGO,G,2266
