distance,from,to,n
1,C,C,343
1,C,CG,10
1,C,CGO,4
1,C,CO,2
1,C,G,360
1,C,GO,2
1,C,H,310
1,C,HC,91
1,C,HCG,340
1,C,HCGO,1719
1,C,HCO,5
1,C,HG,26
1,C,HGO,8
1,C,HO,1
1,C,O,750
1,CG,C,18
1,CG,CG,9
1,CG,G,11
1,CG,H,26
1,CG,HC,2
1,CG,HCG,13
1,CG,HCGO,86
1,CG,HCO,1
1,CG,HGO,1
1,CG,O,30
1,CGO,C,6
1,CGO,G,7
1,CGO,H,6
1,CGO,HCG,3
1,CGO,HCGO,22
1,CGO,HCO,1
1,CGO,O,13
1,CO,C,4
1,CO,G,3
1,CO,H,3
1,CO,HCG,2
1,CO,HCGO,12
1,CO,O,8
1,G,C,383
1,G,CG,13
1,G,CGO,3
1,G,CO,2
1,G,G,521
1,G,GO,4
1,G,H,359
1,G,HC,168
1,G,HCG,429
1,G,HCGO,2248
1,G,HCO,7
1,G,HG,14
1,G,HGO,2
1,G,HO,1
1,G,O,993
1,GO,C,4
1,GO,G,5
1,GO,H,3
1,GO,HC,3
1,GO,HCG,2
1,GO,HCGO,26
1,GO,O,8
1,H,C,298
1,H,CG,28
1,H,CGO,7
1,H,CO,2
1,H,G,400
1,H,GO,2
1,H,H,348
1,H,HC,78
1,H,HCG,335
1,H,HCGO,1657
1,H,HCO,4
1,H,HG,20
1,H,HO,4
1,H,O,730
1,HC,C,79
1,HC,CGO,2
1,HC,G,147
1,HC,GO,3
1,HC,H,81
1,HC,HC,59
1,HC,HCG,103
1,HC,HCGO,588
1,HC,HCO,3
1,HC,HO,1
1,HC,O,248
1,HCG,C,335
1,HCG,CG,10
1,HCG,CGO,2
1,HCG,CO,3
1,HCG,G,462
1,HCG,GO,3
1,HCG,H,304
1,HCG,HC,83
1,HCG,HCG,478
1,HCG,HCGO,2102
1,HCG,HCO,5
1,HCG,HG,14
1,HCG,HGO,5
1,HCG,O,911
1,HCGO,C,1657
1,HCGO,CG,86
1,HCGO,CGO,24
1,HCGO,CO,7
1,HCGO,G,2252
1,HCGO,GO,24
1,HCGO,H,1638
1,HCGO,HC,604
1,HCGO,HCG,2001
1,HCGO,HCGO,10197
1,HCGO,HCO,26
1,HCGO,HG,82
1,HCGO,HGO,25
1,HCGO,HO,10
1,HCGO,O,4345
1,HCO,C,7
1,HCO,G,4
1,HCO,H,4
1,HCO,HC,3
1,HCO,HCG,6
1,HCO,HCGO,40
1,HCO,HCO,1
1,HCO,O,21
1,HG,C,25
1,HG,CO,1
1,HG,G,16
1,HG,H,11
1,HG,HC,3
1,HG,HCG,21
1,HG,HCGO,90
1,HG,HG,13
1,HG,O,38
1,HGO,C,2
1,HGO,CG,2
1,HGO,G,5
1,HGO,H,3
1,HGO,HCG,7
1,HGO,HCGO,36
1,HGO,HGO,1
1,HGO,O,3
1,HO,C,1
1,HO,G,1
1,HO,H,4
1,HO,HCG,3
1,HO,HCGO,7
1,HO,HG,1
1,HO,O,5
1,O,C,741
1,O,CG,29
1,O,CGO,12
1,O,CO,7
1,O,G,951
1,O,GO,8
1,O,H,765
1,O,HC,253
1,O,HCG,940
1,O,HCGO,4285
1,O,HCO,7
1,O,HG,47
1,O,HGO,7
1,O,HO,4
1,O,O,2036
100000,C,C,285
100000,C,CG,10
100000,C,CGO,4
100000,C,CO,4
100000,C,G,353
100000,C,GO,4
100000,C,H,299
100000,C,HC,91
100000,C,HCG,328
100000,C,HCGO,1708
100000,C,HCO,5
100000,C,HG,17
100000,C,HGO,5
100000,C,HO,2
100000,C,O,777
100000,CG,C,19
100000,CG,G,17
100000,CG,H,18
100000,CG,HC,5
100000,CG,HCG,19
100000,CG,HCGO,82
100000,CG,O,32
100000,CGO,C,6
100000,CGO,G,5
100000,CGO,H,5
100000,CGO,HC,6
100000,CGO,HCG,3
100000,CGO,HCGO,28
100000,CGO,HGO,1
100000,CGO,O,8
100000,CO,C,2
100000,CO,G,4
100000,CO,H,1
100000,CO,HC,2
100000,CO,HCG,2
100000,CO,HCGO,10
100000,CO,O,4
100000,G,C,337
100000,G,CG,19
100000,G,CGO,6
100000,G,CO,1
100000,G,G,545
100000,G,GO,2
100000,G,H,338
100000,G,HC,152
100000,G,HCG,441
100000,G,HCGO,2200
100000,G,HCO,4
100000,G,HG,13
100000,G,HGO,6
100000,G,HO,1
100000,G,O,958
100000,GO,C,4
100000,GO,CG,1
100000,GO,G,3
100000,GO,H,4
100000,GO,HC,4
100000,GO,HCG,5
100000,GO,HCGO,20
100000,GO,O,8
100000,H,C,305
100000,H,CG,19
100000,H,CGO,4
100000,H,CO,2
100000,H,G,375
100000,H,GO,6
100000,H,H,288
100000,H,HC,94
100000,H,HCG,403
100000,H,HCGO,1618
100000,H,HCO,3
100000,H,HG,12
100000,H,HGO,6
100000,H,HO,2
100000,H,O,740
100000,HC,C,93
100000,HC,CG,7
100000,HC,CGO,3
100000,HC,G,129
100000,HC,H,103
100000,HC,HC,23
100000,HC,HCG,128
100000,HC,HCGO,575
100000,HC,HCO,5
100000,HC,HG,5
100000,HC,HGO,2
100000,HC,HO,1
100000,HC,O,291
100000,HCG,C,317
100000,HCG,CG,12
100000,HCG,CGO,5
100000,HCG,CO,1
100000,HCG,G,460
100000,HCG,GO,3
100000,HCG,H,339
100000,HCG,HC,115
100000,HCG,HCG,412
100000,HCG,HCGO,2002
100000,HCG,HCO,4
100000,HCG,HG,19
100000,HCG,HGO,6
100000,HCG,HO,4
100000,HCG,O,879
100000,HCGO,C,1759
100000,HCGO,CG,70
100000,HCGO,CGO,15
100000,HCGO,CO,13
100000,HCGO,G,2144
100000,HCGO,GO,17
100000,HCGO,H,1656
100000,HCGO,HC,595
100000,HCGO,HCG,1992
100000,HCGO,HCGO,10008
100000,HCGO,HCO,30
100000,HCGO,HG,88
100000,HCGO,HGO,20
100000,HCGO,HO,8
100000,HCGO,O,4374
100000,HCO,C,6
100000,HCO,G,10
100000,HCO,H,6
100000,HCO,HC,1
100000,HCO,HCG,7
100000,HCO,HCGO,23
100000,HCO,O,11
100000,HG,C,18
100000,HG,CG,3
100000,HG,CO,2
100000,HG,G,20
100000,HG,H,20
100000,HG,HC,5
100000,HG,HCG,18
100000,HG,HCGO,88
100000,HG,HGO,1
100000,HG,O,37
100000,HGO,C,2
100000,HGO,G,8
100000,HGO,H,1
100000,HGO,HC,5
100000,HGO,HCG,2
100000,HGO,HCGO,24
100000,HGO,O,4
100000,HO,C,1
100000,HO,G,1
100000,HO,H,2
100000,HO,HC,1
100000,HO,HCG,3
100000,HO,HCGO,13
100000,HO,O,4
100000,O,C,720
100000,O,CG,39
100000,O,CGO,7
100000,O,CO,7
100000,O,G,982
100000,O,GO,12
100000,O,H,759
100000,O,HC,247
100000,O,HCG,919
100000,O,HCGO,4280
100000,O,HCO,14
100000,O,HG,36
100000,O,HGO,6
100000,O,HO,4
100000,O,O,1938
11,C,C,335
11,C,CG,13
11,C,CGO,1
11,C,CO,2
11,C,G,370
11,C,GO,6
11,C,H,332
11,C,HC,100
11,C,HCG,375
11,C,HCGO,1772
11,C,HCO,8
11,C,HG,19
11,C,HGO,2
11,C,HO,1
11,C,O,753
11,CG,C,15
11,CG,CG,12
11,CG,CGO,1
11,CG,G,22
11,CG,H,26
11,CG,HC,1
11,CG,HCG,12
11,CG,HCGO,91
11,CG,HO,1
11,CG,O,40
11,CGO,C,2
11,CGO,CGO,1
11,CGO,G,4
11,CGO,H,3
11,CGO,HC,1
11,CGO,HCG,3
11,CGO,HCGO,15
11,CGO,O,13
11,CO,C,6
11,CO,G,1
11,CO,H,2
