distance,from,to,n
1,C,C,385
1,C,CG,22
1,C,CGO,4
1,C,CO,2
1,C,G,396
1,C,GO,6
1,C,H,373
1,C,HC,72
1,C,HCG,369
1,C,HCGO,2013
1,C,HCO,6
1,C,HG,32
1,C,HGO,3
1,C,HO,1
1,C,O,805
1,CG,C,20
1,CG,CG,14
1,CG,G,29
1,CG,H,36
1,CG,HCG,18
1,CG,HCGO,115
1,CG,HO,1
1,CG,O,55
1,CGO,C,2
1,CGO,CGO,1
1,CGO,G,5
1,CGO,H,6
1,CGO,HC,2
1,CGO,HCG,6
1,CGO,HCGO,22
1,CGO,O,8
1,CO,C,1
1,CO,G,2
1,CO,H,1
1,CO,HCG,1
1,CO,HCGO,10
1,CO,O,5
1,G,C,470
1,G,CG,28
1,G,CGO,4
1,G,CO,2
1,G,G,506
1,G,GO,9
1,G,H,388
1,G,HC,111
1,G,HCG,432
1,G,HCGO,2204
1,G,HCO,10
1,G,HG,20
1,G,HGO,5
1,G,HO,3
1,G,O,960
1,GO,C,3
1,GO,G,9
1,GO,H,6
1,GO,HC,3
1,GO,HCG,5
1,GO,HCGO,25
1,GO,HGO,1
1,GO,O,11
1,H,C,352
1,H,CG,31
1,H,CGO,2
1,H,CO,2
1,H,G,418
1,H,GO,2
1,H,H,371
1,H,HC,75
1,H,HCG,370
1,H,HCGO,1824
1,H,HCO,2
1,H,HG,14
1,H,HGO,2
1,H,HO,2
1,H,O,787
1,HC,C,67
1,HC,CO,1
1,HC,G,134
1,HC,GO,2
1,HC,H,73
1,HC,HC,48
1,HC,HCG,93
1,HC,HCGO,458
1,HC,HCO,3
1,HC,HGO,1
1,HC,O,222
1,HCG,C,390
1,HCG,CG,20
1,HCG,CGO,6
1,HCG,G,422
1,HCG,GO,2
1,HCG,H,365
1,HCG,HC,88
1,HCG,HCG,428
1,HCG,HCGO,2081
1,HCG,HCO,4
1,HCG,HG,10
1,HCG,HGO,4
1,HCG,HO,1
1,HCG,O,915
1,HCGO,C,1814
1,HCGO,CG,101
1,HCGO,CGO,32
1,HCGO,CO,13
1,HCGO,G,2150
1,HCGO,GO,20
1,HCGO,H,1909
1,HCGO,HC,442
1,HCGO,HCG,1932
1,HCGO,HCGO,10015
1,HCGO,HCO,28
1,HCGO,HG,110
1,HCGO,HGO,21
1,HCGO,HO,11
1,HCGO,O,4276
1,HCO,C,9
1,HCO,G,8
1,HCO,H,5
1,HCO,HC,2
1,HCO,HCG,9
1,HCO,HCGO,37
1,HCO,HCO,1
1,HCO,O,14
1,HG,C,25
1,HG,CGO,1
1,HG,CO,1
1,HG,G,12
1,HG,H,22
1,HG,HCG,11
1,HG,HCGO,91
1,HG,HG,9
1,HG,O,36
1,HGO,C,6
1,HGO,G,5
1,HGO,H,6
1,HGO,HCG,5
1,HGO,HCGO,22
1,HGO,HG,2
1,HGO,O,14
1,HO,C,2
1,HO,CG,3
1,HO,G,2
1,HO,H,2
1,HO,HC,1
1,HO,HCG,2
1,HO,HCGO,6
1,HO,HCO,1
1,HO,O,11
1,O,C,855
1,O,CG,44
1,O,CGO,10
1,O,CO,5
1,O,G,987
1,O,GO,11
1,O,H,845
1,O,HC,218
1,O,HCG,900
1,O,HCGO,4442
1,O,HCO,11
1,O,HG,41
1,O,HGO,13
1,O,HO,4
1,O,O,1973
100000,C,C,320
100000,C,CG,18
100000,C,CGO,8
100000,C,CO,1
100000,C,G,415
100000,C,GO,3
100000,C,H,357
100000,C,HC,65
100000,C,HCG,394
100000,C,HCGO,1842
100000,C,HCO,6
100000,C,HG,14
100000,C,HGO,4
100000,C,HO,4
100000,C,O,777
100000,CG,C,17
100000,CG,CG,3
100000,CG,CGO,1
100000,CG,G,27
100000,CG,H,23
100000,CG,HC,5
100000,CG,HCG,28
100000,CG,HCGO,93
100000,CG,HG,3
100000,CG,O,51
100000,CGO,C,5
100000,CGO,CGO,1
100000,CGO,G,8
100000,CGO,H,7
100000,CGO,HCG,5
100000,CGO,HCGO,26
100000,CGO,HG,1
100000,CGO,O,6
100000,CO,C,2
100000,CO,G,3
100000,CO,H,1
100000,CO,HCG,4
100000,CO,HCGO,23
100000,CO,O,5
100000,G,C,394
100000,G,CG,24
100000,G,CGO,3
100000,G,CO,5
100000,G,G,471
100000,G,GO,9
100000,G,H,439
100000,G,HC,97
100000,G,HCG,465
100000,G,HCGO,2088
100000,G,HCO,8
100000,G,HG,15
100000,G,HGO,4
100000,G,HO,3
100000,G,O,912
100000,GO,C,6
100000,GO,G,1
100000,GO,H,5
100000,GO,HC,1
100000,GO,HCG,4
100000,GO,HCGO,23
100000,GO,O,7
100000,H,C,322
100000,H,CG,29
100000,H,CGO,4
100000,H,CO,4
100000,H,G,389
100000,H,GO,3
100000,H,H,343
100000,H,HC,92
100000,H,HCG,360
100000,H,HCGO,1883
100000,H,HCO,8
100000,H,HG,18
100000,H,HGO,4
100000,H,HO,2
100000,H,O,785
100000,HC,C,69
100000,HC,CG,4
100000,HC,CGO,2
100000,HC,CO,2
100000,HC,G,79
100000,HC,H,73
100000,HC,HC,29
100000,HC,HCG,78
100000,HC,HCGO,467
100000,HC,HCO,1
100000,HC,HG,8
100000,HC,HGO,2
100000,HC,O,214
100000,HCG,C,337
100000,HCG,CG,24
100000,HCG,CGO,4
100000,HCG,CO,2
100000,HCG,G,430
100000,HCG,GO,8
100000,HCG,H,398
100000,HCG,HC,91
100000,HCG,HCG,404
100000,HCG,HCGO,2004
100000,HCG,HCO,5
100000,HCG,HG,20
100000,HCG,HGO,4
100000,HCG,HO,1
100000,HCG,O,902
100000,HCGO,C,1913
100000,HCGO,CG,123
100000,HCGO,CGO,18
100000,HCGO,CO,10
100000,HCGO,G,2180
100000,HCGO,GO,24
100000,HCGO,H,1855
100000,HCGO,HC,440
100000,HCGO,HCG,2023
100000,HCGO,HCGO,9799
100000,HCGO,HCO,35
100000,HCGO,HG,109
100000,HCGO,HGO,23
100000,HCGO,HO,11
100000,HCGO,O,4313
100000,HCO,C,11
100000,HCO,G,6
100000,HCO,H,4
100000,HCO,HC,3
100000,HCO,HCG,6
100000,HCO,HCGO,31
100000,HCO,HG,1
100000,HCO,HO,1
100000,HCO,O,18
100000,HG,C,25
100000,HG,CG,1
100000,HG,G,33
100000,HG,H,21
100000,HG,HC,1
100000,HG,HCG,12
100000,HG,HCGO,115
100000,HG,O,44
100000,HGO,C,4
100000,HGO,G,6
100000,HGO,H,2
100000,HGO,HC,3
100000,HGO,HCG,6
100000,HGO,HCGO,26
100000,HGO,O,9
100000,HO,C,4
100000,HO,CG,1
100000,HO,G,5
100000,HO,H,3
100000,HO,HC,1
100000,HO,HCG,3
100000,HO,HCGO,16
100000,HO,O,9
100000,O,C,800
100000,O,CG,52
100000,O,CGO,9
100000,O,CO,2
100000,O,G,959
100000,O,GO,12
100000,O,H,748
100000,O,HC,188
100000,O,HCG,874
100000,O,HCGO,4381
100000,O,HCO,17
100000,O,HG,53
100000,O,HGO,12
100000,O,HO,5
100000,O,O,1851
11,C,C,338
11,C,CG,24
11,C,CGO,8
11,C,CO,4
11,C,G,402
11,C,GO,4
11,C,H,370
11,C,HC,73
11,C,HCG,372
11,C,HCGO,1865
11,C,HCO,5
11,C,HG,31
11,C,HGO,6
11,C,HO,4
11,C,O,796
11,CG,C,23
11,CG,CG,9
11,CG,CGO,1
11,CG,G,20
11,CG,H,31
11,CG,HC,1
11,CG,HCG,7
11,CG,HCGO,110
11,CG,O,48
11,CGO,C,2
11,CGO,CG,2
11,CGO,G,8
11,CGO,H,6
11,CGO,HCG,3
11,CGO,HCGO,29
11,CGO,HGO,1
11,CGO,O,5
11,CO,G,2
11,CO,H,1
11,CO,HCG,2
11,CO,HCGO,11
11,CO,O,5
11,G,C,407
11,G,CG,18
11,G,CGO,7
11,G,CO,2
11,G,G,506
11,G,GO,9
11,G,H,419
11,G,HC,109
11,G,HCG,439
11,G,HCGO,2184
11,G,HCO,7
11,G,HG,24
11,G,HGO,3
11,G,HO,2
11,G,O,952
11,GO,C,1
11,GO,G,7
11,GO,GO,1
11,GO,H,5
11,GO,HC,1
11,GO,HCG,4
11,GO,HCGO,24
11,GO,O,11
11,H,C,335
11,H,CG,28
11,H,CGO,8
11,H,CO,4
11,H,G,362
11,H,GO,1
11,H,H,348
11,H,HC,81
11,H,HCG,376
11,H,HCGO,1835
11,H,HCO,6
11,H,HG,15
11,H,HGO,4
11,H,HO,2
11,H,O,802
11,HC,C,60
11,HC,CO,1
11,HC,G,135
11,HC,GO,2
11,HC,H,76
11,HC,HC,57
11,HC,HCG,66
11,HC,HCGO,492
11,HC,HCO,6
11,HC,HG,1
11,HC,HO,1
11,HC,O,179
11,HCG,C,401
11,HCG,CG,18
11,HCG,CGO,1
11,HCG,G,440
11,HCG,GO,2
11,HCG,H,367
11,HCG,HC,63
11,HCG,HCG,496
11,HCG,HCGO,1966
11,HCG,HCO,6
11,HCG,HG,19
11,HCG,HGO,5
11,HCG,HO,4
11,HCG,O,911
11,HCGO,C,1813
11,HCGO,CG,105
11,HCGO,CGO,27
11,HCGO,CO,15
11,HCGO,G,2150
11,HCGO,GO,12
11,HCGO,H,1892
11,HCGO,HC,431
11,HCGO,HCG,2044
11,HCGO,HCGO,10255
11,HCGO,HCO,35
11,HCGO,HG,125
11,HCGO,HGO,25
11,HCGO,HO,13
11,HCGO,O,4318
11,HCO,C,4
11,HCO,CG,1
11,HCO,G,9
11,HCO,H,4
11,HCO,HCG,2
11,HCO,HCGO,36
11,HCO,HO,1
11,HCO,O,13
11,HG,C,34
11,HG,CO,1
11,HG,G,18
11,HG,H,22
11,HG,HC,2
11,HG,HCG,17
11,HG,HCGO,91
11,HG,HG,18
11,HG,HGO,2
11,HG,O,59
11,HGO,C,8
11,HGO,G,3
11,HGO,H,4
11,HGO,HC,1
11,HGO,HCG,3
11,HGO,HCGO,33
11,HGO,HG,1
11,HGO,O,10
11,HO,C,4
11,HO,CG,1
11,HO,G,5
11,HO,H,4
11,HO,HCG,4
11,HO,HCGO,9
11,HO,O,6
11,O,C,812
11,O,CG,38
11,O,CGO,5
11,O,CO,4
11,O,G,978
11,O,GO,3
11,O,H,777
11,O,HC,188
11,O,HCG,899
11,O,HCGO,4397
11,O,HCO,13
11,O,HG,48
11,O,HGO,12
11,O,HO,7
11,O,O,1899
117,C,C,350
117,C,CG,22
117,C,CGO,6
117,C,CO,3
117,C,G,414
117,C,GO,4
117,C,H,351
117,C,HC,73
117,C,HCG,366
117,C,HCGO,1891
117,C,HCO,6
117,C,HG,21
117,C,HGO,2
117,C,HO,2
117,C,O,826
117,CG,C,19
117,CG,CGO,1
117,CG,G,23
117,CG,H,25
117,CG,HC,1
117,CG,HCG,18
117,CG,HCGO,84
117,CG,HG,1
117,CG,O,48
117,CGO,C,5
117,CGO,CG,1
117,CGO,G,3
117,CGO,H,6
117,CGO,HC,1
117,CGO,HCG,2
117,CGO,HCGO,19
117,CGO,HCO,1
117,CGO,HG,2
117,CGO,O,3
117,CO,C,3
117,CO,G,5
117,CO,H,3
117,CO,HC,1
117,CO,HCG,1
117,CO,HCGO,19
117,CO,HG,1
117,CO,O,4
117,G,C,406
117,G,CG,24
117,G,CGO,6
117,G,CO,3
117,G,G,468
117,G,GO,5
117,G,H,413
117,G,HC,122
117,G,HCG,419
117,G,HCGO,2198
117,G,HCO,12
117,G,HG,19
117,G,HGO,4
117,G,HO,1
117,G,O,972
117,GO,C,4
117,GO,CG,2
117,GO,G,3
117,GO,GO,1
117,GO,H,4
117,GO,HC,3
117,GO,HCG,3
117,GO,HCGO,15
117,GO,O,5
117,H,C,337
117,H,CG,50
117,H,CGO,4
117,H,CO,2
117,H,G,397
117,H,GO,3
117,H,H,354
117,H,HC,71
117,H,HCG,329
117,H,HCGO,1851
117,H,HCO,5
117,H,HG,20
117,H,HGO,5
117,H,HO,3
117,H,O,840
117,HC,C,72
117,HC,CG,3
117,HC,CGO,1
117,HC,G,123
117,HC,GO,2
117,HC,H,89
117,HC,HC,53
117,HC,HCG,68
117,HC,HCGO,455
117,HC,HCO,3
117,HC,HG,4
117,HC,HO,1
117,HC,O,205
117,HCG,C,346
117,HCG,CG,11
117,HCG,CGO,2
117,HCG,CO,1
117,HCG,G,395
117,HCG,GO,5
117,HCG,H,411
117,HCG,HC,75
117,HCG,HCG,501
117,HCG,HCGO,1965
117,HCG,HCO,10
117,HCG,HG,14
117,HCG,HGO,9
117,HCG,HO,1
117,HCG,O,931
117,HCGO,C,1848
117,HCGO,CG,109
117,HCGO,CGO,28
117,HCGO,CO,11
117,HCGO,G,2174
117,HCGO,GO,26
117,HCGO,H,1816
117,HCGO,HC,430
117,HCGO,HCG,1965
117,HCGO,HCGO,10140
117,HCGO,HCO,37
117,HCGO,HG,98
117,HCGO,HGO,14
117,HCGO,HO,13
117,HCGO,O,4348
117,HCO,C,5
117,HCO,G,7
117,HCO,H,8
117,HCO,HC,1
117,HCO,HCG,5
117,HCO,HCGO,44
117,HCO,O,13
117,HG,C,28
117,HG,G,21
117,HG,H,28
117,HG,HCG,17
117,HG,HCGO,108
117,HG,HG,5
117,HG,O,44
117,HGO,C,3
117,HGO,G,6
117,HGO,H,7
117,HGO,HC,1
117,HGO,HCG,7
117,HGO,HCGO,22
117,HGO,HG,1
117,HGO,HO,1
117,HGO,O,9
117,HO,C,4
117,HO,G,2
117,HO,H,5
117,HO,HCG,4
117,HO,HCGO,21
117,HO,O,5
117,O,C,819
117,O,CG,53
117,O,CGO,11
117,O,CO,2
117,O,G,964
117,O,GO,11
117,O,H,799
117,O,HC,183
117,O,HCG,948
117,O,HCGO,4345
117,O,HCO,17
117,O,HG,34
117,O,HGO,8
117,O,HO,3
117,O,O,1955
1269,C,C,363
1269,C,CG,18
1269,C,CGO,1
1269,C,CO,2
1269,C,G,421
1269,C,GO,3
1269,C,H,357
1269,C,HC,89
1269,C,HCG,336
1269,C,HCGO,1971
1269,C,HCO,4
1269,C,HG,18
1269,C,HGO,9
1269,C,HO,4
1269,C,O,830
1269,CG,C,27
1269,CG,CGO,1
1269,CG,G,29
1269,CG,H,18
1269,CG,HC,3
1269,CG,HCG,12
1269,CG,HCGO,109
1269,CG,O,45
1269,CGO,C,3
1269,CGO,CG,1
1269,CGO,G,2
1269,CGO,GO,1
1269,CGO,H,5
1269,CGO,HC,2
1269,CGO,HCGO,19
1269,CGO,O,11
1269,CO,G,3
1269,CO,H,3
1269,CO,HCG,4
1269,CO,HCGO,13
1269,CO,O,9
1269,G,C,391
1269,G,CG,22
1269,G,CGO,6
1269,G,CO,3
1269,G,G,506
1269,G,GO,8
1269,G,H,384
1269,G,HC,83
1269,G,HCG,429
1269,G,HCGO,2167
1269,G,HCO,11
1269,G,HG,20
1269,G,HGO,4
1269,G,HO,5
1269,G,O,969
1269,GO,C,3
1269,GO,G,7
1269,GO,H,2
1269,GO,HC,2
1269,GO,HCG,2
1269,GO,HCGO,29
1269,GO,HCO,1
1269,GO,HG,1
1269,GO,O,6
1269,H,C,339
1269,H,CG,28
1269,H,CGO,5
1269,H,CO,2
1269,H,G,378
1269,H,GO,5
1269,H,H,337
1269,H,HC,90
1269,H,HCG,340
1269,H,HCGO,1914
1269,H,HCO,4
1269,H,HG,13
1269,H,HGO,5
1269,H,HO,1
1269,H,O,801
1269,HC,C,70
1269,HC,CG,6
1269,HC,CO,1
1269,HC,G,95
1269,HC,GO,1
1269,HC,H,89
1269,HC,HC,20
1269,HC,HCG,94
1269,HC,HCGO,445
1269,HC,HCO,2
1269,HC,HG,4
1269,HC,HGO,1
1269,HC,O,183
1269,HCG,C,401
1269,HCG,CG,20
1269,HCG,CGO,7
1269,HCG,CO,2
1269,HCG,G,402
1269,HCG,GO,7
1269,HCG,H,418
1269,HCG,HC,86
1269,HCG,HCG,396
1269,HCG,HCGO,2022
1269,HCG,HCO,7
1269,HCG,HG,23
1269,HCG,HGO,10
1269,HCG,HO,1
1269,HCG,O,883
1269,HCGO,C,1928
1269,HCGO,CG,139
1269,HCGO,CGO,16
1269,HCGO,CO,19
1269,HCGO,G,2296
1269,HCGO,GO,30
1269,HCGO,H,1883
1269,HCGO,HC,445
1269,HCGO,HCG,1992
1269,HCGO,HCGO,9884
1269,HCGO,HCO,38
1269,HCGO,HG,120
1269,HCGO,HGO,23
1269,HCGO,HO,17
1269,HCGO,O,4337
1269,HCO,C,8
1269,HCO,G,6
1269,HCO,H,6
1269,HCO,HC,3
1269,HCO,HCG,8
1269,HCO,HCGO,26
1269,HCO,O,10
1269,HG,C,17
1269,HG,CG,2
1269,HG,CGO,1
1269,HG,G,16
1269,HG,GO,1
1269,HG,H,14
1269,HG,HC,1
1269,HG,HCG,28
1269,HG,HCGO,120
1269,HG,HCO,1
1269,HG,HG,1
1269,HG,O,45
1269,HGO,C,6
1269,HGO,CGO,1
1269,HGO,G,2
1269,HGO,H,2
1269,HGO,HC,2
1269,HGO,HCG,4
1269,HGO,HCGO,23
1269,HGO,O,13
1269,HO,C,1
1269,HO,G,4
1269,HO,H,2
1269,HO,HCG,1
1269,HO,HCGO,18
1269,HO,O,8
1269,O,C,816
1269,O,CG,50
1269,O,CGO,8
1269,O,CO,2
1269,O,G,1005
1269,O,GO,8
1269,O,H,786
1269,O,HC,218
1269,O,HCG,858
1269,O,HCGO,4387
1269,O,HCO,9
1269,O,HG,40
1269,O,HGO,8
1269,O,HO,5
1269,O,O,1894
13738,C,C,327
13738,C,CG,20
13738,C,CGO,5
13738,C,G,395
13738,C,GO,7
13738,C,H,331
13738,C,HC,71
13738,C,HCG,377
13738,C,HCGO,1857
13738,C,HCO,5
13738,C,HG,21
13738,C,HGO,5
13738,C,HO,1
13738,C,O,805
13738,CG,C,20
13738,CG,CGO,2
13738,CG,G,29
13738,CG,GO,1
13738,CG,H,27
13738,CG,HC,3
13738,CG,HCG,14
13738,CG,HCGO,103
13738,CG,HGO,2
13738,CG,HO,1
13738,CG,O,41
13738,CGO,C,5
13738,CGO,G,4
13738,CGO,GO,1
13738,CGO,H,5
13738,CGO,HCG,3
13738,CGO,HCGO,19
13738,CGO,O,9
13738,CO,C,2
13738,CO,CG,1
13738,CO,G,1
13738,CO,H,2
13738,CO,HC,1
13738,CO,HCGO,10
13738,CO,O,7
13738,G,C,431
13738,G,CG,23
13738,G,CGO,4
13738,G,CO,2
13738,G,G,496
13738,G,GO,5
13738,G,H,419
13738,G,HC,97
13738,G,HCG,433
13738,G,HCGO,2187
13738,G,HCO,9
13738,G,HG,21
13738,G,HGO,2
13738,G,HO,4
13738,G,O,1001
13738,GO,C,6
13738,GO,CG,1
13738,GO,G,5
13738,GO,HCG,7
13738,GO,HCGO,16
13738,GO,O,8
13738,H,C,346
13738,H,CG,21
13738,H,CGO,9
13738,H,CO,5
13738,H,G,377
13738,H,GO,3
13738,H,H,335
13738,H,HC,76
13738,H,HCG,385
13738,H,HCGO,1788
13738,H,HCO,7
13738,H,HG,15
13738,H,HGO,7
13738,H,HO,3
13738,H,O,862
13738,HC,C,88
13738,HC,CG,6
13738,HC,CGO,3
13738,HC,CO,1
13738,HC,G,85
13738,HC,GO,1
13738,HC,H,84
13738,HC,HC,16
13738,HC,HCG,111
13738,HC,HCGO,433
13738,HC,HCO,2
13738,HC,HG,4
13738,HC,HO,2
13738,HC,O,204
13738,HCG,C,389
13738,HCG,CG,21
13738,HCG,CGO,4
13738,HCG,CO,3
13738,HCG,G,433
13738,HCG,GO,7
13738,HCG,H,375
13738,HCG,HC,87
13738,HCG,HCG,414
13738,HCG,HCGO,1962
13738,HCG,HCO,5
13738,HCG,HG,16
13738,HCG,HGO,3
13738,HCG,HO,3
13738,HCG,O,939
13738,HCGO,C,1811
13738,HCGO,CG,103
13738,HCGO,CGO,16
13738,HCGO,CO,15
13738,HCGO,G,2228
13738,HCGO,GO,30
13738,HCGO,H,1784
13738,HCGO,HC,462
13738,HCGO,HCG,2032
13738,HCGO,HCGO,9987
13738,HCGO,HCO,35
13738,HCGO,HG,112
13738,HCGO,HGO,18
13738,HCGO,HO,14
13738,HCGO,O,4441
13738,HCO,C,6
13738,HCO,CG,2
13738,HCO,CGO,1
13738,HCO,G,6
13738,HCO,H,7
13738,HCO,HC,1
13738,HCO,HCG,5
13738,HCO,HCGO,31
13738,HCO,O,9
13738,HG,C,22
13738,HG,CG,1
13738,HG,G,22
13738,HG,GO,2
13738,HG,H,25
13738,HG,HC,9
13738,HG,HCG,23
13738,HG,HCGO,97
13738,HG,O,43
13738,HGO,C,5
13738,HGO,CG,1
13738,HGO,G,3
13738,HGO,H,5
13738,HGO,HCG,2
13738,HGO,HCGO,25
13738,HGO,O,6
13738,HO,C,3
13738,HO,G,3
13738,HO,H,2
13738,HO,HC,2
13738,HO,HCG,6
13738,HO,HCGO,11
13738,HO,O,2
13738,O,C,811
13738,O,CG,56
13738,O,CGO,13
13738,O,CO,3
13738,O,G,938
13738,O,GO,9
13738,O,H,801
13738,O,HC,192
13738,O,HCG,903
13738,O,HCGO,4376
13738,O,HCO,13
13738,O,HG,56
13738,O,HGO,6
13738,O,HO,8
13738,O,O,1838
16,C,C,380
16,C,CG,20
16,C,CGO,9
16,C,G,414
16,C,GO,6
16,C,H,347
16,C,HC,79
16,C,HCG,359
16,C,HCGO,1896
16,C,HCO,5
16,C,HG,27
16,C,HGO,6
16,C,HO,3
16,C,O,871
16,CG,C,18
16,CG,CG,14
16,CG,CGO,1
16,CG,G,17
16,CG,H,35
16,CG,HC,1
16,CG,HCG,18
16,CG,HCGO,106
16,CG,HCO,2
16,CG,O,43
16,CGO,C,1
16,CGO,CG,1
16,CGO,G,5
16,CGO,H,3
16,CGO,HC,1
16,CGO,HCG,6
16,CGO,HCGO,24
16,CGO,O,5
16,CO,C,2
16,CO,G,1
16,CO,H,1
16,CO,HC,2
16,CO,HCG,3
16,CO,HCGO,9
16,CO,HG,1
16,CO,O,5
16,G,C,406
