distance,from,to,n
1,C,C,305
1,C,CG,17
1,C,CGO,3
1,C,G,348
1,C,GO,3
1,C,H,285
1,C,HC,92
1,C,HCG,343
1,C,HCGO,1720
1,C,HCO,9
1,C,HG,27
1,C,HGO,2
1,C,HO,1
1,C,O,734
1,CG,C,12
1,CG,CG,9
1,CG,G,14
1,CG,H,20
1,CG,HCG,16
1,CG,HCGO,86
1,CG,O,30
1,CGO,C,2
1,CGO,G,4
1,CGO,H,2
1,CGO,HC,1
1,CGO,HCG,4
1,CGO,HCGO,23
1,CGO,HG,1
1,CGO,O,12
1,CO,C,4
1,CO,G,2
1,CO,H,2
1,CO,HCG,4
1,CO,HCGO,7
1,CO,O,2
1,G,C,356
1,G,CG,24
1,G,CGO,6
1,G,CO,2
1,G,G,509
1,G,GO,5
1,G,H,384
1,G,HC,199
1,G,HCG,419
1,G,HCGO,2186
1,G,HCO,3
1,G,HG,9
1,G,HGO,6
1,G,HO,2
1,G,O,988
1,GO,C,7
1,GO,CO,1
1,GO,G,3
1,GO,H,3
1,GO,HC,6
1,GO,HCG,3
1,GO,HCGO,16
1,GO,HG,1
1,GO,O,6
1,H,C,319
1,H,CG,23
1,H,CGO,3
1,H,CO,3
1,H,G,414
1,H,GO,3
1,H,H,280
1,H,HC,104
1,H,HCG,325
1,H,HCGO,1697
1,H,HCO,7
1,H,HG,15
1,H,HGO,7
1,H,HO,1
1,H,O,710
1,HC,C,95
1,HC,G,132
1,HC,GO,4
1,HC,H,84
1,HC,HC,85
1,HC,HCG,112
1,HC,HCGO,614
1,HC,HCO,2
1,HC,HGO,1
1,HC,HO,1
1,HC,O,261
1,HCG,C,340
1,HCG,CG,7
1,HCG,CGO,1
1,HCG,CO,4
1,HCG,G,419
1,HCG,GO,2
1,HCG,H,329
1,HCG,HC,122
1,HCG,HCG,507
1,HCG,HCGO,2067
1,HCG,HCO,7
1,HCG,HG,18
1,HCG,HGO,7
1,HCG,HO,2
1,HCG,O,899
1,HCGO,C,1672
1,HCGO,CG,83
1,HCGO,CGO,25
1,HCGO,CO,14
1,HCGO,G,2204
1,HCGO,GO,26
1,HCGO,H,1671
1,HCGO,HC,651
1,HCGO,HCG,2004
1,HCGO,HCGO,10078
1,HCGO,HCO,37
1,HCGO,HG,93
1,HCGO,HGO,24
1,HCGO,HO,8
1,HCGO,O,4281
1,HCO,C,6
1,HCO,G,5
1,HCO,H,6
1,HCO,HC,5
1,HCO,HCG,6
1,HCO,HCGO,25
1,HCO,O,15
1,HG,C,25
1,HG,CO,3
1,HG,G,17
1,HG,H,21
1,HG,HC,1
1,HG,HCG,16
1,HG,HCGO,85
1,HG,HCO,1
1,HG,HG,4
1,HG,O,35
1,HGO,C,4
1,HGO,G,4
1,HGO,H,5
1,HGO,HCG,2
1,HGO,HCGO,18
1,HGO,O,14
1,HO,C,4
1,HO,CG,1
1,HO,H,5
1,HO,HCG,1
1,HO,HCGO,10
1,HO,O,5
1,O,C,693
1,O,CG,38
1,O,CGO,7
1,O,CO,10
1,O,G,984
1,O,GO,12
1,O,H,732
1,O,HC,260
1,O,HCG,900
1,O,HCGO,4349
1,O,HCO,29
1,O,HG,29
1,O,HGO,10
1,O,HO,3
1,O,O,2014
100000,C,C,296
100000,C,CG,13
100000,C,CGO,1
100000,C,G,368
100000,C,GO,3
100000,C,H,324
100000,C,HC,114
100000,C,HCG,360
100000,C,HCGO,1626
100000,C,HCO,4
100000,C,HG,12
100000,C,HGO,2
100000,C,HO,1
100000,C,O,770
100000,CG,C,25
100000,CG,G,18
100000,CG,H,18
100000,CG,HC,3
100000,CG,HCG,14
100000,CG,HCGO,115
100000,CG,HG,1
100000,CG,O,43
100000,CGO,C,5
100000,CGO,CO,1
100000,CGO,G,6
100000,CGO,H,3
100000,CGO,HC,1
100000,CGO,HCG,4
100000,CGO,HCGO,16
100000,CGO,O,12
100000,CO,C,1
100000,CO,H,1
100000,CO,HCG,3
100000,CO,HCGO,11
100000,CO,O,5
100000,G,C,345
100000,G,CG,24
100000,G,CGO,5
100000,G,G,492
100000,G,GO,3
100000,G,H,388
100000,G,HC,127
100000,G,HCG,449
100000,G,HCGO,2248
100000,G,HCO,8
100000,G,HG,25
100000,G,HGO,4
100000,G,HO,4
100000,G,O,957
100000,GO,C,3
100000,GO,G,5
100000,GO,H,3
100000,GO,HC,4
100000,GO,HCG,3
100000,GO,HCGO,25
100000,GO,O,14
100000,H,C,295
100000,H,CG,17
100000,H,CGO,5
100000,H,CO,1
100000,H,G,359
100000,H,GO,3
100000,H,H,298
100000,H,HC,98
100000,H,HCG,384
100000,H,HCGO,1731
100000,H,HCO,6
100000,H,HG,19
100000,H,HO,1
100000,H,O,721
100000,HC,C,112
100000,HC,CG,7
100000,HC,CGO,1
100000,HC,CO,2
100000,HC,G,138
100000,HC,GO,1
100000,HC,H,97
100000,HC,HC,36
100000,HC,HCG,124
100000,HC,HCGO,650
100000,HC,HCO,1
100000,HC,HG,3
100000,HC,HGO,1
100000,HC,HO,1
100000,HC,O,267
100000,HCG,C,344
100000,HCG,CG,15
100000,HCG,CGO,5
100000,HCG,CO,2
100000,HCG,G,433
100000,HCG,GO,3
100000,HCG,H,361
100000,HCG,HC,114
100000,HCG,HCG,403
100000,HCG,HCGO,1985
100000,HCG,HCO,7
100000,HCG,HG,19
100000,HCG,HGO,1
100000,HCG,HO,1
100000,HCG,O,897
100000,HCGO,C,1681
100000,HCGO,CG,82
100000,HCGO,CGO,28
100000,HCGO,CO,9
100000,HCGO,G,2167
100000,HCGO,GO,27
100000,HCGO,H,1703
100000,HCGO,HC,618
100000,HCGO,HCG,1955
100000,HCGO,HCGO,9727
100000,HCGO,HCO,45
100000,HCGO,HG,78
100000,HCGO,HGO,18
100000,HCGO,HO,12
100000,HCGO,O,4258
100000,HCO,C,6
100000,HCO,CG,1
100000,HCO,CGO,1
100000,HCO,G,7
100000,HCO,H,5
100000,HCO,HC,1
100000,HCO,HCG,5
100000,HCO,HCGO,38
100000,HCO,O,19
100000,HG,C,11
100000,HG,G,20
100000,HG,H,11
100000,HG,HC,8
100000,HG,HCG,15
100000,HG,HCGO,99
100000,HG,HG,1
100000,HG,O,42
100000,HGO,C,5
100000,HGO,G,6
100000,HGO,HC,2
100000,HGO,HCG,1
100000,HGO,HCGO,25
100000,HGO,O,7
100000,HO,C,2
100000,HO,G,3
100000,HO,H,2
100000,HO,HCGO,14
100000,HO,HG,1
100000,HO,O,6
100000,O,C,694
100000,O,CG,43
100000,O,CGO,7
100000,O,CO,4
100000,O,G,1002
100000,O,GO,12
100000,O,H,745
100000,O,HC,275
100000,O,HCG,865
100000,O,HCGO,4325
100000,O,HCO,16
100000,O,HG,43
100000,O,HGO,8
100000,O,HO,4
100000,O,O,1950
11,C,C,290
11,C,CG,19
11,C,CGO,4
11,C,CO,1
11,C,G,380
11,C,GO,6
11,C,H,306
11,C,HC,81
11,C,HCG,310
11,C,HCGO,1667
11,C,HCO,7
11,C,HG,21
11,C,HGO,3
11,C,HO,2
11,C,O,747
11,CG,C,12
11,CG,CG,6
11,CG,G,31
11,CG,H,30
11,CG,HCG,9
11,CG,HCGO,87
11,CG,O,38
11,CGO,G,4
11,CGO,H,2
11,CGO,HCG,1
11,CGO,HCGO,12
11,CGO,O,6
11,CO,C,3
11,CO,CO,1
11,CO,H,3
11,CO,HC,1
11,CO,HCG,1
11,CO,HCGO,5
11,CO,O,4
11,G,C,370
11,G,CG,14
11,G,CGO,6
11,G,CO,1
11,G,G,500
11,G,GO,5
11,G,H,405
11,G,HC,177
11,G,HCG,419
11,G,HCGO,2171
11,G,HCO,4
11,G,HG,23
11,G,HGO,8
11,G,HO,1
11,G,O,1011
11,GO,C,2
11,GO,G,12
11,GO,GO,2
11,GO,H,1
11,GO,HC,1
11,GO,HCGO,22
11,GO,O,12
11,H,C,302
11,H,CG,23
11,H,CGO,5
11,H,CO,1
11,H,G,390
11,H,GO,3
11,H,H,320
11,H,HC,77
11,H,HCG,330
11,H,HCGO,1690
11,H,HCO,1
11,H,HG,16
11,H,HGO,1
11,H,HO,1
11,H,O,740
11,HC,C,78
11,HC,G,162
11,HC,H,90
11,HC,HC,87
11,HC,HCG,117
11,HC,HCGO,580
11,HC,HCO,2
11,HC,HG,3
11,HC,HGO,1
11,HC,O,279
11,HCG,C,329
11,HCG,CG,12
11,HCG,CGO,8
11,HCG,CO,2
11,HCG,G,420
11,HCG,GO,3
11,HCG,H,325
11,HCG,HC,113
11,HCG,HCG,461
11,HCG,HCGO,2003
11,HCG,HCO,6
11,HCG,HG,11
11,HCG,HGO,5
11,HCG,HO,6
11,HCG,O,950
11,HCGO,C,1737
11,HCGO,CG,75
11,HCGO,CGO,25
11,HCGO,CO,8
11,HCGO,G,2179
11,HCGO,GO,18
11,HCGO,H,1674
11,HCGO,HC,624
11,HCGO,HCG,1971
11,HCGO,HCGO,9815
11,HCGO,HCO,37
11,HCGO,HG,103
11,HCGO,HGO,21
11,HCGO,HO,12
11,HCGO,O,4336
11,HCO,C,6
11,HCO,G,11
11,HCO,H,2
11,HCO,HC,4
11,HCO,HCG,6
11,HCO,HCGO,24
11,HCO,HCO,2
11,HCO,O,17
11,HG,C,25
11,HG,G,22
11,HG,H,18
11,HG,HC,1
11,HG,HCG,20
11,HG,HCGO,98
11,HG,HG,9
11,HG,HGO,2
11,HG,O,38
11,HGO,C,2
11,HGO,G,3
11,HGO,H,6
11,HGO,HC,3
11,HGO,HCG,4
11,HGO,HCGO,17
11,HGO,O,15
11,HO,C,2
11,HO,G,7
11,HO,H,4
11,HO,HCG,4
11,HO,HCGO,15
11,HO,O,6
11,O,C,711
11,O,CG,51
11,O,CGO,9
11,O,CO,2
11,O,G,978
11,O,GO,10
11,O,H,715
11,O,HC,235
11,O,HCG,929
11,O,HCGO,4410
11,O,HCO,18
11,O,HG,37
11,O,HGO,10
11,O,HO,6
11,O,O,1946
117,C,C,302
117,C,CG,21
117,C,CGO,2
117,C,CO,2
117,C,G,363
117,C,GO,3
117,C,H,280
117,C,HC,83
117,C,HCG,339
117,C,HCGO,1769
117,C,HCO,4
117,C,HG,23
117,C,HGO,4
117,C,HO,1
117,C,O,782
117,CG,C,11
117,CG,CG,3
117,CG,G,17
117,CG,H,25
117,CG,HC,4
117,CG,HCG,17
117,CG,HCGO,87
117,CG,HG,2
117,CG,O,30
117,CGO,C,4
117,CGO,G,2
117,CGO,H,3
117,CGO,HCG,4
117,CGO,HCGO,17
117,CGO,HO,1
117,CGO,O,8
117,CO,HCG,1
117,CO,HCGO,4
117,CO,O,7
117,G,C,404
117,G,CG,18
117,G,CGO,3
117,G,CO,2
117,G,G,487
117,G,GO,2
117,G,H,361
117,G,HC,168
117,G,HCG,445
117,G,HCGO,2211
117,G,HCO,12
117,G,HG,21
117,G,HGO,5
117,G,HO,2
117,G,O,935
117,GO,C,5
117,GO,G,3
117,GO,H,6
117,GO,HCG,5
117,GO,HCGO,26
117,GO,O,9
117,H,C,284
117,H,CG,20
117,H,CGO,4
117,H,CO,1
117,H,G,401
117,H,GO,2
117,H,H,324
117,H,HC,76
117,H,HCG,340
117,H,HCGO,1703
117,H,HCO,6
117,H,HG,17
117,H,HGO,5
117,H,HO,3
117,H,O,777
117,HC,C,89
117,HC,CG,1
117,HC,CGO,2
117,HC,G,172
117,HC,GO,2
117,HC,H,105
117,HC,HC,74
117,HC,HCG,110
117,HC,HCGO,668
117,HC,HCO,2
117,HC,HG,4
117,HC,HGO,1
117,HC,HO,2
117,HC,O,300
117,HCG,C,369
117,HCG,CG,15
117,HCG,CGO,4
117,HCG,CO,4
117,HCG,G,472
117,HCG,GO,7
117,HCG,H,358
117,HCG,HC,116
117,HCG,HCG,455
117,HCG,HCGO,2001
117,HCG,HCO,6
117,HCG,HG,13
117,HCG,HGO,1
117,HCG,O,918
117,HCGO,C,1681
117,HCGO,CG,78
117,HCGO,CGO,12
117,HCGO,CO,12
117,HCGO,G,2130
117,HCGO,GO,27
117,HCGO,H,1678
117,HCGO,HC,577
117,HCGO,HCG,1973
117,HCGO,HCGO,9970
117,HCGO,HCO,29
117,HCGO,HG,87
117,HCGO,HGO,16
117,HCGO,HO,7
117,HCGO,O,4296
117,HCO,C,6
117,HCO,G,6
117,HCO,H,5
117,HCO,HCG,10
117,HCO,HCGO,26
117,HCO,O,22
117,HG,C,31
117,HG,CG,1
117,HG,CGO,1
117,HG,G,12
117,HG,H,20
117,HG,HCG,15
117,HG,HCGO,89
117,HG,HG,8
117,HG,O,32
117,HGO,C,2
117,HGO,G,8
117,HGO,H,3
117,HGO,HC,1
117,HGO,HCG,3
117,HGO,HCGO,19
117,HGO,HG,1
117,HGO,O,11
117,HO,C,3
117,HO,G,3
117,HO,H,3
117,HO,HC,1
117,HO,HCGO,8
117,HO,O,5
117,O,C,724
117,O,CG,36
117,O,CGO,10
117,O,CO,4
117,O,G,1004
117,O,GO,9
117,O,H,722
117,O,HC,301
117,O,HCG,957
117,O,HCGO,4292
117,O,HCO,16
117,O,HG,33
117,O,HGO,6
117,O,HO,4
117,O,O,1977
1269,C,C,288
1269,C,CG,22
1269,C,CGO,4
1269,C,G,346
1269,C,GO,4
1269,C,H,294
1269,C,HC,100
1269,C,HCG,335
1269,C,HCGO,1681
1269,C,HCO,5
1269,C,HG,13
1269,C,HGO,8
1269,C,HO,3
1269,C,O,806
1269,CG,C,14
1269,CG,CG,2
1269,CG,G,10
1269,CG,GO,1
1269,CG,H,22
1269,CG,HC,4
1269,CG,HCG,12
1269,CG,HCGO,80
1269,CG,HG,1
1269,CG,HGO,1
1269,CG,O,33
1269,CGO,C,3
1269,CGO,G,5
1269,CGO,H,3
1269,CGO,HC,1
1269,CGO,HCG,6
1269,CGO,HCGO,20
1269,CGO,HCO,1
1269,CGO,O,10
1269,CO,H,2
1269,CO,HC,1
1269,CO,HCG,4
1269,CO,HCGO,12
1269,CO,O,6
1269,G,C,379
1269,G,CG,20
1269,G,CGO,7
1269,G,CO,2
1269,G,G,507
1269,G,GO,2
1269,G,H,383
1269,G,HC,141
1269,G,HCG,441
1269,G,HCGO,2304
1269,G,HCO,9
1269,G,HG,31
1269,G,HGO,6
1269,G,O,982
1269,GO,C,4
1269,GO,G,4
1269,GO,H,5
1269,GO,HCG,3
1269,GO,HCGO,14
1269,GO,O,7
1269,H,C,317
1269,H,CG,14
1269,H,CGO,4
1269,H,CO,1
1269,H,G,366
1269,H,GO,3
1269,H,H,289
1269,H,HC,105
1269,H,HCG,346
1269,H,HCGO,1649
1269,H,HCO,5
1269,H,HG,10
1269,H,HGO,4
1269,H,HO,4
1269,H,O,798
1269,HC,C,123
1269,HC,CG,2
1269,HC,CGO,2
1269,HC,G,155
1269,HC,GO,4
1269,HC,H,109
1269,HC,HC,42
1269,HC,HCG,135
1269,HC,HCGO,642
1269,HC,HG,5
1269,HC,HGO,3
1269,HC,O,258
1269,HCG,C,335
1269,HCG,CG,20
1269,HCG,CGO,1
1269,HCG,CO,3
1269,HCG,G,464
1269,HCG,GO,2
1269,HCG,H,368
1269,HCG,HC,118
1269,HCG,HCG,422
1269,HCG,HCGO,1986
1269,HCG,HCO,5
1269,HCG,HG,22
1269,HCG,HGO,4
1269,HCG,HO,3
1269,HCG,O,888
1269,HCGO,C,1736
1269,HCGO,CG,88
1269,HCGO,CGO,17
1269,HCGO,CO,16
1269,HCGO,G,2212
1269,HCGO,GO,20
1269,HCGO,H,1659
1269,HCGO,HC,663
1269,HCGO,HCG,1920
1269,HCGO,HCGO,10112
1269,HCGO,HCO,31
1269,HCGO,HG,90
1269,HCGO,HGO,23
1269,HCGO,HO,7
1269,HCGO,O,4251
1269,HCO,C,8
1269,HCO,CG,1
1269,HCO,G,9
1269,HCO,H,4
1269,HCO,HC,2
1269,HCO,HCG,8
1269,HCO,HCGO,29
1269,HCO,HG,1
1269,HCO,O,15
1269,HG,C,15
1269,HG,CG,2
1269,HG,G,15
1269,HG,H,12
1269,HG,HC,7
1269,HG,HCG,17
1269,HG,HCGO,99
1269,HG,HCO,1
1269,HG,HG,1
1269,HG,HGO,1
1269,HG,O,40
1269,HGO,C,4
1269,HGO,G,4
1269,HGO,H,3
1269,HGO,HC,1
1269,HGO,HCG,4
1269,HGO,HCGO,11
1269,HGO,O,9
1269,HO,G,3
1269,HO,H,1
1269,HO,HCGO,16
1269,HO,O,12
1269,O,C,761
1269,O,CG,40
1269,O,CGO,5
1269,O,CO,4
1269,O,G,940
1269,O,GO,12
1269,O,H,734
1269,O,HC,276
1269,O,HCG,921
1269,O,HCGO,4388
1269,O,HCO,9
1269,O,HG,54
1269,O,HGO,9
1269,O,HO,9
1269,O,O,1941
13738,C,C,277
13738,C,CG,16
13738,C,CGO,7
13738,C,CO,5
13738,C,G,393
13738,C,GO,3
13738,C,H,284
13738,C,HC,100
13738,C,HCG,339
13738,C,HCGO,1745
13738,C,HCO,3
13738,C,HG,15
13738,C,HGO,3
13738,C,HO,2
13738,C,O,771
13738,CG,C,17
13738,CG,CG,1
13738,CG,G,19
13738,CG,H,12
13738,CG,HC,4
13738,CG,HCG,25
13738,CG,HCGO,91
13738,CG,HCO,2
13738,CG,O,27
13738,CGO,C,4
13738,CGO,CG,1
13738,CGO,G,3
13738,CGO,H,6
13738,CGO,HC,2
13738,CGO,HCG,9
13738,CGO,HCGO,18
13738,CGO,O,7
13738,CO,G,1
13738,CO,HC,2
13738,CO,HCG,4
13738,CO,HCGO,7
13738,CO,O,5
13738,G,C,345
13738,G,CG,19
13738,G,CGO,8
13738,G,G,525
13738,G,GO,8
13738,G,H,370
13738,G,HC,117
13738,G,HCG,454
13738,G,HCGO,2193
13738,G,HCO,5
13738,G,HG,23
13738,G,HGO,4
13738,G,HO,2
13738,G,O,965
13738,GO,C,2
13738,GO,G,4
13738,GO,H,2
13738,GO,HC,1
13738,GO,HCG,1
13738,GO,HCGO,16
13738,GO,O,6
13738,H,C,285
13738,H,CG,14
13738,H,CGO,2
13738,H,G,390
13738,H,GO,2
13738,H,H,309
13738,H,HC,105
13738,H,HCG,354
13738,H,HCGO,1647
13738,H,HCO,7
13738,H,HG,9
13738,H,HGO,3
13738,H,O,737
13738,HC,C,91
13738,HC,CG,4
13738,HC,G,131
13738,HC,GO,1
13738,HC,H,108
13738,HC,HC,45
13738,HC,HCG,113
13738,HC,HCGO,636
13738,HC,HCO,1
13738,HC,HG,3
13738,HC,HO,1
13738,HC,O,285
13738,HCG,C,343
13738,HCG,CG,16
13738,HCG,CGO,2
13738,HCG,CO,2
13738,HCG,G,440
13738,HCG,GO,5
13738,HCG,H,348
13738,HCG,HC,119
13738,HCG,HCG,401
13738,HCG,HCGO,2033
13738,HCG,HCO,4
13738,HCG,HG,14
13738,HCG,HGO,7
13738,HCG,HO,4
13738,HCG,O,868
13738,HCGO,C,1688
13738,HCGO,CG,94
13738,HCGO,CGO,18
13738,HCGO,CO,12
13738,HCGO,G,2198
13738,HCGO,GO,20
13738,HCGO,H,1733
13738,HCGO,HC,627
13738,HCGO,HCG,2037
13738,HCGO,HCGO,10082
13738,HCGO,HCO,22
13738,HCGO,HG,84
13738,HCGO,HGO,25
13738,HCGO,HO,10
13738,HCGO,O,4366
13738,HCO,C,6
13738,HCO,G,7
13738,HCO,H,5
13738,HCO,HC,3
13738,HCO,HCG,6
13738,HCO,HCGO,25
13738,HCO,O,17
13738,HG,C,13
13738,HG,CG,1
13738,HG,G,15
13738,HG,H,28
13738,HG,HC,5
13738,HG,HCG,19
13738,HG,HCGO,90
13738,HG,HG,1
13738,HG,HO,1
13738,HG,O,51
13738,HGO,C,2
13738,HGO,G,4
13738,HGO,H,1
13738,HGO,HC,3
13738,HGO,HCG,6
13738,HGO,HCGO,23
13738,HGO,O,7
13738,HO,C,1
13738,HO,G,4
13738,HO,H,2
13738,HO,HCG,2
13738,HO,HCGO,12
13738,HO,HG,1
13738,HO,O,3
13738,O,C,740
13738,O,CG,46
13738,O,CGO,9
13738,O,CO,4
13738,O,G,980
13738,O,GO,13
13738,O,H,716
13738,O,HC,325
13738,O,HCG,925
13738,O,HCGO,4269
13738,O,HCO,13
13738,O,HG,38
13738,O,HGO,8
13738,O,HO,3
13738,O,O,1911
16,C,C,331
16,C,CG,15
16,C,CGO,2
16,C,CO,3
16,C,G,356
16,C,GO,2
16,C,H,297
16,C,HC,90
16,C,HCG,324
16,C,HCGO,1690
16,C,HCO,7
16,C,HG,22
16,C,HGO,1
16,C,HO,1
16,C,O,766
16,CG,C,17
16,CG,CG,9
16,CG,CGO,1
16,CG,G,22
16,CG,H,24
16,CG,HC,1
16,CG,HCG,11
16,CG,HCGO,87
16,CG,HCO,1
16,CG,O,35
16,CGO,C,6
16,CGO,G,1
16,CGO,H,1
16,CGO,HCG,3
16,CGO,HCGO,19
16,CGO,O,13
16,CO,G,2
16,CO,H,4
16,CO,HC,3
16,CO,HCG,3
16,CO,HCGO,8
16,CO,O,4
16,G,C,383
16,G,CG,21
16,G,CGO,3
16,G,CO,1
16,G,G,528
16,G,GO,5
16,G,H,358
16,G,HC,173
16,G,HCG,418
16,G,HCGO,2194
16,G,HCO,5
16,G,HG,18
16,G,HGO,4
16,G,HO,5
16,G,O,1035
16,GO,C,4
16,GO,G,9
16,GO,GO,1
16,GO,H,3
16,GO,HC,2
16,GO,HCG,2
16,GO,HCGO,22
16,GO,HG,1
16,GO,O,14
16,H,C,279
16,H,CG,28
16,H,CGO,6
16,H,G,406
16,H,GO,4
16,H,H,336
16,H,HC,97
16,H,HCG,361
16,H,HCGO,1701
16,H,HCO,6
16,H,HG,13
16,H,HGO,5
16,H,HO,1
16,H,O,745
16,HC,C,88
16,HC,CGO,1
16,HC,G,169
16,HC,GO,1
16,HC,H,96
16,HC,HC,82
16,HC,HCG,110
16,HC,HCGO,600
16,HC,HCO,3
16,HC,HGO,1
16,HC,HO,1
16,HC,O,245
16,HCG,C,341
16,HCG,CG,16
16,HCG,CGO,10
16,HCG,CO,2
16,HCG,G,451
16,HCG,GO,1
16,HCG,H,350
16,HCG,HC,102
16,HCG,HCG,473
16,HCG,HCGO,2021
16,HCG,HCO,9
16,HCG,HG,20
16,HCG,HGO,7
16,HCG,HO,2
16,HCG,O,943
16,HCGO,C,1685
16,HCGO,CG,100
16,HCGO,CGO,20
16,HCGO,CO,14
16,HCGO,G,2245
16,HCGO,GO,27
16,HCGO,H,1756
16,HCGO,HC,612
16,HCGO,HCG,2045
16,HCGO,HCGO,9968
16,HCGO,HCO,44
16,HCGO,HG,80
16,HCGO,HGO,19
16,HCGO,HO,14
16,HCGO,O,4389
16,HCO,C,7
16,HCO,G,14
16,HCO,H,6
16,HCO,HC,4
16,HCO,HCG,6
16,HCO,HCGO,39
16,HCO,HCO,1
16,HCO,O,14
16,HG,C,25
16,HG,G,15
16,HG,H,23
16,HG,HCG,11
16,HG,HCGO,99
16,HG,HG,10
16,HG,HGO,2
16,HG,O,33
16,HGO,C,6
16,HGO,G,4
16,HGO,H,3
16,HGO,HCG,3
16,HGO,HCGO,24
16,HGO,O,11
16,HO,C,2
16,HO,CG,1
16,HO,G,4
16,HO,H,3
16,HO,HCG,1
16,HO,HCGO,6
16,HO,O,4
16,O,C,689
16,O,CG,25
16,O,CGO,5
16,O,CO,1
16,O,G,997
16,O,GO,6
16,O,H,779
16,O,HC,258
16,O,HCG,957
16,O,HCGO,4350
